protocol,detector,calibration_policy,source_validation_auroc,target_test_auroc,ranking_shift,source_validation_ece,target_test_ece,calibration_shift,reference_fpr,target_test_fpr,threshold_fpr_shift,prevalence_mae,prevalence_decision_error_rate,governance_regret
P3,char3gram,oracle_target,0.9006605447155765,0.6215704834948919,-0.2790900612206848,0.3808122079918312,0.03210316274891588,-0.3487090452429153,0.04996577686516085,0.052874743326488706,0.002908966461327857,0.1628439623350978,0.4444444444444444,0.0020463442652771916
P3,char3gram,source_only,0.9006605447155765,0.6215704834948919,-0.2790900612206848,0.02159026508973931,0.4695114015240595,0.44792113643432024,0.04995159728944821,1.0,0.9500484027105518,0.938996706289942,0.6666666666666666,
P3,char3gram,target_real_anchor,0.9006605447155765,0.6215704834948919,-0.2790900612206848,0.02159026508973931,0.4695114015240595,0.44792113643432024,0.05,0.052361396303901436,0.0023613963039014335,0.6336078174010532,0.5555555555555556,0.0015125803324686432
