seed,protocol,detector,calibration_policy,detection_auroc,detection_auprc,detection_fpr,detection_tpr,detection_ece
2026,P2,char3gram,source_only,0.7248288142304433,0.7788432464689219,0.0539092055485498,0.4192938209331652,0.1325556785108386
2026,P2,char3gram,target_real_anchor,0.7248288142304433,0.7788432464689219,0.0548549810844892,0.4233921815889029,0.1325556785108386
2026,P2,column_positional_ablation,oracle_target,0.790737472350278,0.8426170561274943,0.0526481715006305,0.5567465321563683,0.066028476434248
2026,P2,column_positional_ablation,source_only,0.790737472350278,0.8426170561274943,0.0526481715006305,0.5567465321563683,0.1367404252253059
2026,P2,column_positional_ablation,target_real_anchor,0.790737472350278,0.8426170561274943,0.0586380832282471,0.5608448928121059,0.1367404252253059
2026,P2,datum_transformer,oracle_target,0.7289168385415259,0.8080783194279668,0.0419293820933165,0.5239596469104666,0.0036109029381988
2026,P2,datum_transformer,source_only,0.7289168385415259,0.8080783194279668,0.0447667087011349,0.5239596469104666,0.053126867329037
2026,P2,datum_transformer,target_real_anchor,0.7289168385415259,0.8080783194279668,0.0425598991172761,0.5239596469104666,0.053126867329037
2026,P2,flat_transformer,oracle_target,0.7145833598367812,0.7956767769272773,0.0589533417402269,0.4974779319041614,0.0868659668459634
2026,P2,flat_transformer,source_only,0.7145833598367812,0.7956767769272773,0.0592686002522068,0.498108448928121,0.1677045811015486
2026,P2,flat_transformer,target_real_anchor,0.7145833598367812,0.7956767769272773,0.0586380832282471,0.4974779319041614,0.1677045811015486
2026,P3,char3gram,oracle_target,0.6215704834948919,0.5878491815503728,0.0528747433264887,0.0800821355236139,0.0321031627489158
2026,P3,char3gram,source_only,0.6215704834948919,0.5878491815503728,1.0,1.0,0.4695114015240595
2026,P3,char3gram,target_real_anchor,0.6215704834948919,0.5878491815503728,0.0523613963039014,0.0780287474332648,0.4695114015240595
2026,P3,column_positional_ablation,oracle_target,0.5,0.5,0.0,0.0,0.0
2026,P3,column_positional_ablation,source_only,0.6087622381086905,0.5792025264492778,1.0,1.0,0.4684711710949637
2026,P3,column_positional_ablation,target_real_anchor,0.6087622381086905,0.5792025264492778,0.0251540041067761,0.0574948665297741,0.4684711710949637
2026,P3,datum_ta,oracle_target,0.6386230651982341,0.6286946321393811,0.0595482546201232,0.148870636550308,0.0431383790491797
2026,P3,datum_ta,source_only,0.6386230651982341,0.6286946321393811,0.034394250513347,0.0939425051334702,0.1015779371945507
2026,P3,datum_ta,target_real_anchor,0.6386230651982341,0.6286946321393811,0.0513347022587269,0.1278234086242299,0.1015779371945507
2026,P3,datum_transformer,oracle_target,0.5473633780131467,0.4798250755383727,0.0605749486652977,0.0066735112936344,0.0656022666734011
2026,P3,datum_transformer,source_only,0.5473633780131467,0.4798250755383727,1.0,1.0,0.4678862562626893
2026,P3,datum_transformer,target_real_anchor,0.5473633780131467,0.4798250755383727,0.0826488706365503,0.0138603696098562,0.4678862562626893
2026,P3,flat_transformer,oracle_target,0.5,0.5,0.0,0.0,0.0
2026,P3,flat_transformer,source_only,0.7964410399335495,0.7940814555032009,0.9994866529774128,1.0,0.4382136418636815
2026,P3,flat_transformer,target_real_anchor,0.7964410399335495,0.7940814555032009,0.0318275154004106,0.2648870636550308,0.4382136418636815
2026,P4,char3gram,oracle_target,0.6556869784836972,0.6440647655213532,0.0533880903490759,0.1288501026694045,0.0308032468845316
2026,P4,char3gram,source_only,0.6556869784836972,0.6440647655213532,1.0,1.0,0.4699692216404929
2026,P4,char3gram,target_real_anchor,0.6556869784836972,0.6440647655213532,0.0523613963039014,0.1252566735112936,0.4699692216404929
2026,P4,column_positional_ablation,oracle_target,0.7269924083670294,0.6992148598372467,0.0446611909650924,0.1694045174537987,0.0142175642803476
2026,P4,column_positional_ablation,source_only,0.7269924083670294,0.6992148598372467,0.9460985626283368,1.0,0.4148609343212785
2026,P4,column_positional_ablation,target_real_anchor,0.7269924083670294,0.6992148598372467,0.0266940451745379,0.12217659137577,0.4148609343212785
2026,P4,datum_ta,oracle_target,0.5,0.5,0.0,0.0,0.0
2026,P4,datum_ta,source_only,0.3734090985752775,0.4022173074970955,1.0,1.0,0.4805622249170195
2026,P4,datum_ta,target_real_anchor,0.3734090985752775,0.4022173074970955,0.0395277207392197,0.0025667351129363,0.4805622249170195
2026,P4,datum_transformer,oracle_target,0.6436700991697903,0.6124525985361331,0.0518480492813141,0.1124229979466119,0.0612569261281564
2026,P4,datum_transformer,source_only,0.6436700991697903,0.6124525985361331,1.0,1.0,0.4661998116672513
2026,P4,datum_transformer,target_real_anchor,0.6436700991697903,0.6124525985361331,0.0395277207392197,0.0888090349075975,0.4661998116672513
2026,P4,flat_transformer,oracle_target,0.5,0.5,0.0,0.0,0.0
2026,P4,flat_transformer,source_only,0.7952430545307354,0.7583678137829891,0.9994866529774128,1.0,0.4513149214812506
2026,P4,flat_transformer,target_real_anchor,0.7952430545307354,0.7583678137829891,0.0323408624229979,0.1668377823408624,0.4513149214812506
2027,P1,c2st_lr,oracle_target,0.6980300517294293,0.6989403270402144,0.0466582597730138,0.1897856242118537,0.0231568769964743
2027,P1,c2st_lr,source_only,0.6980300517294293,0.6989403270402144,0.0466582597730138,0.1897856242118537,0.0231568769964743
2027,P1,c2st_lr,target_real_anchor,0.6980300517294293,0.6989403270402144,0.0435056746532156,0.1844262295081967,0.0231568769964743
2027,P1,c2st_xgb,oracle_target,0.9387678918150462,0.952274753810434,0.0466582597730138,0.7890920554854981,0.0179910016380468
2027,P1,c2st_xgb,source_only,0.9387678918150462,0.952274753810434,0.0466582597730138,0.7890920554854981,0.0179910016380468
2027,P1,c2st_xgb,target_real_anchor,0.9387678918150462,0.952274753810434,0.0403530895334174,0.782156368221942,0.0179910016380468
2027,P1,char3gram,oracle_target,0.898433089660634,0.914547500068825,0.046343001261034,0.6585750315258512,0.0252818788769145
2027,P1,char3gram,source_only,0.898433089660634,0.914547500068825,0.046343001261034,0.6585750315258512,0.0252818788769145
2027,P1,char3gram,target_real_anchor,0.898433089660634,0.914547500068825,0.0337326607818411,0.6131778058007566,0.0252818788769145
2027,P1,column_positional_ablation,oracle_target,0.9333093079578724,0.9471705147656811,0.0457124842370744,0.7632408575031526,0.0310808286919601
2027,P1,column_positional_ablation,source_only,0.9333093079578724,0.9471705147656811,0.0457124842370744,0.7632408575031526,0.0310808286919601
2027,P1,column_positional_ablation,target_real_anchor,0.9333093079578724,0.9471705147656811,0.051702395964691,0.7736443883984867,0.0310808286919601
2027,P1,datum_transformer,oracle_target,0.9287760257231864,0.9433949888293856,0.0529634300126103,0.7648171500630517,0.0352508868219894
2027,P1,datum_transformer,source_only,0.9287760257231864,0.9433949888293856,0.0529634300126103,0.7648171500630517,0.0352508868219894
2027,P1,datum_transformer,target_real_anchor,0.9287760257231864,0.9433949888293856,0.0592686002522068,0.7774274905422447,0.0352508868219894
2027,P1,flat_transformer,oracle_target,0.9014741118297078,0.9240793331517302,0.046343001261034,0.7080706179066835,0.0415822563228488
2027,P1,flat_transformer,source_only,0.9014741118297078,0.9240793331517302,0.046343001261034,0.7080706179066835,0.0415822563228488
2027,P1,flat_transformer,target_real_anchor,0.9014741118297078,0.9240793331517302,0.0359394703656998,0.6878940731399747,0.0415822563228488
2027,P2,c2st_lr,oracle_target,0.6434600158384605,0.607489650721966,0.0453972257250945,0.0794451450189155,0.0121545195315387
2027,P2,c2st_lr,source_only,0.3565399841615395,0.3978130153941203,0.0466582597730138,0.0037831021437578,0.2439541050777123
2027,P2,c2st_lr,target_real_anchor,0.3565399841615395,0.3978130153941203,0.0435056746532156,0.0031525851197982,0.2439541050777123
2027,P2,c2st_xgb,oracle_target,0.7303503603408767,0.8077333819592659,0.0466582597730138,0.5204918032786885,0.0979640424500162
2027,P2,c2st_xgb,source_only,0.7303503603408767,0.8077333819592659,0.0466582597730138,0.5204918032786885,0.1703834457984447
2027,P2,c2st_xgb,target_real_anchor,0.7303503603408767,0.8077333819592659,0.0403530895334174,0.5176544766708702,0.1703834457984447
2027,P2,char3gram,oracle_target,0.7102868693438329,0.771453672991707,0.046343001261034,0.4117276166456494,0.0793265941172922
2027,P2,char3gram,source_only,0.7102868693438329,0.771453672991707,0.046343001261034,0.4117276166456494,0.1405053975928555
2027,P2,char3gram,target_real_anchor,0.7102868693438329,0.771453672991707,0.0337326607818411,0.3764186633039092,0.1405053975928555
2027,P2,column_positional_ablation,oracle_target,0.7680617187114871,0.8301918429905085,0.0450819672131147,0.5397225725094578,0.0741363274414957
2027,P2,column_positional_ablation,source_only,0.7680617187114871,0.8301918429905085,0.0453972257250945,0.5397225725094578,0.1388807255126704
2027,P2,column_positional_ablation,target_real_anchor,0.7680617187114871,0.8301918429905085,0.0431904161412358,0.5372005044136192,0.1388807255126704
2027,P2,datum_transformer,oracle_target,0.7848360655737705,0.8358783373945086,0.0494955863808322,0.5343631778058008,0.0850592471244521
2027,P2,datum_transformer,source_only,0.7848360655737705,0.8358783373945086,0.0498108448928121,0.5343631778058008,0.154395337705513
2027,P2,datum_transformer,target_real_anchor,0.7848360655737705,0.8358783373945086,0.0649432534678436,0.5425598991172762,0.154395337705513
2027,P2,flat_transformer,oracle_target,0.7076424547069329,0.7909182005892601,0.0412988650693568,0.4911727616645649,0.0957797799794816
2027,P2,flat_transformer,source_only,0.7076424547069329,0.7909182005892601,0.0416141235813367,0.4911727616645649,0.1643272474907239
2027,P2,flat_transformer,target_real_anchor,0.7076424547069329,0.7909182005892601,0.051702395964691,0.4959016393442623,0.1643272474907239
2027,P3,char3gram,oracle_target,0.6344447419350758,0.6139069919483563,0.0369609856262833,0.0949691991786447,0.0244174702828572
2027,P3,char3gram,source_only,0.6344447419350758,0.6139069919483563,0.9994866529774128,1.0,0.4672220457436647
2027,P3,char3gram,target_real_anchor,0.6344447419350758,0.6139069919483563,0.0318275154004106,0.0805954825462012,0.4672220457436647
2027,P3,column_positional_ablation,oracle_target,0.5,0.5,0.0,0.0,0.0
2027,P3,column_positional_ablation,source_only,0.5237589018800939,0.5193537969789447,1.0,1.0,0.459364138546968
2027,P3,column_positional_ablation,target_real_anchor,0.5237589018800939,0.5193537969789447,0.0446611909650924,0.0508213552361396,0.459364138546968
2027,P3,datum_ta,oracle_target,0.6082939538894206,0.59895121767642,0.0585215605749486,0.1139630390143737,9.898148851306132e-05
2027,P3,datum_ta,source_only,0.6082939538894206,0.59895121767642,1.0,1.0,0.486064244377237
2027,P3,datum_ta,target_real_anchor,0.6082939538894206,0.59895121767642,0.0456878850102669,0.0949691991786447,0.486064244377237
2027,P3,datum_transformer,oracle_target,0.5,0.5,0.0,0.0,0.0
2027,P3,datum_transformer,source_only,0.3543827133815971,0.3970083993216716,1.0,1.0,0.4783408438721354
2027,P3,datum_transformer,target_real_anchor,0.3543827133815971,0.3970083993216716,0.0338809034907597,0.0035934291581108,0.4783408438721354
2027,P3,flat_transformer,oracle_target,0.807009716699906,0.7755343328864547,0.0467145790554414,0.2433264887063655,0.030674804659313
2027,P3,flat_transformer,source_only,0.807009716699906,0.7755343328864547,0.837782340862423,0.9969199178644764,0.3999034310807631
2027,P3,flat_transformer,target_real_anchor,0.807009716699906,0.7755343328864547,0.0426078028747433,0.2289527720739219,0.3999034310807631
2027,P4,char3gram,oracle_target,0.6725135873575384,0.6697290812447076,0.0369609856262833,0.1483572895277207,0.0365199488446273
2027,P4,char3gram,source_only,0.6725135873575384,0.6697290812447076,0.9994866529774128,1.0,0.4676729341578344
2027,P4,char3gram,target_real_anchor,0.6725135873575384,0.6697290812447076,0.0318275154004106,0.1232032854209445,0.4676729341578344
2027,P4,column_positional_ablation,oracle_target,0.5,0.5,0.0,0.0,0.0
2027,P4,column_positional_ablation,source_only,0.6188228383557716,0.5601030120840049,1.0,1.0,0.4658120047187588
2027,P4,column_positional_ablation,target_real_anchor,0.6188228383557716,0.5601030120840049,0.034394250513347,0.0246406570841889,0.4658120047187588
2027,P4,datum_ta,oracle_target,0.7345337080309823,0.7016639456002596,0.0400410677618069,0.1760780287474332,0.0458247132769321
2027,P4,datum_ta,source_only,0.7345337080309823,0.7016639456002596,0.4840862422997946,0.7987679671457906,0.1959400665232532
2027,P4,datum_ta,target_real_anchor,0.7345337080309823,0.7016639456002596,0.0390143737166324,0.164271047227926,0.1959400665232532
2027,P4,datum_transformer,oracle_target,0.5,0.5,0.0,0.0,0.0
2027,P4,datum_transformer,source_only,0.5870567243189455,0.5437056617664228,1.0,1.0,0.4721035923212348
2027,P4,datum_transformer,target_real_anchor,0.5870567243189455,0.5437056617664228,0.0533880903490759,0.0518480492813141,0.4721035923212348
2027,P4,flat_transformer,oracle_target,0.8385427427277595,0.796736086007819,0.0446611909650924,0.2828542094455852,0.0463356753832303
2027,P4,flat_transformer,source_only,0.8385427427277595,0.796736086007819,0.547741273100616,0.9507186858316222,0.261306085578103
2027,P4,flat_transformer,target_real_anchor,0.8385427427277595,0.796736086007819,0.049794661190965,0.3003080082135523,0.261306085578103
2028,P1,c2st_lr,oracle_target,0.7000519997646494,0.6896540792387519,0.0542244640605296,0.1888398486759142,0.0098265391773451
2028,P1,c2st_lr,source_only,0.7000519997646494,0.6896540792387519,0.0542244640605296,0.1888398486759142,0.0098265391773451
2028,P1,c2st_lr,target_real_anchor,0.7000519997646494,0.6896540792387519,0.0580075662042875,0.1967213114754098,0.0098265391773451
2028,P1,c2st_xgb,oracle_target,0.9387809116337946,0.9527108732040728,0.0444514501891551,0.7938209331651954,0.0195218757672954
2028,P1,c2st_xgb,source_only,0.9387809116337946,0.9527108732040728,0.0444514501891551,0.7938209331651954,0.0195218757672954
2028,P1,c2st_xgb,target_real_anchor,0.9387809116337946,0.9527108732040728,0.0406683480453972,0.7868852459016393,0.0195218757672954
2028,P1,char3gram,oracle_target,0.9031103850049852,0.9145624017630772,0.0501261034047919,0.650063051702396,0.0179420334720719
2028,P1,char3gram,source_only,0.9031103850049852,0.9145624017630772,0.0501261034047919,0.650063051702396,0.0179420334720719
2028,P1,char3gram,target_real_anchor,0.9031103850049852,0.9145624017630772,0.0406683480453972,0.6194829760403531,0.0179420334720719
2028,P1,column_positional_ablation,oracle_target,0.931516349711934,0.9465555840688468,0.0542244640605296,0.7831021437578815,0.0214635414315115
2028,P1,column_positional_ablation,source_only,0.931516349711934,0.9465555840688468,0.0542244640605296,0.7831021437578815,0.0214635414315115
2028,P1,column_positional_ablation,target_real_anchor,0.931516349711934,0.9465555840688468,0.0513871374527112,0.7783732660781841,0.0214635414315115
2028,P1,datum_transformer,oracle_target,0.9312075514153636,0.9459494813829822,0.0472887767969735,0.7733291298865069,0.015753200541989
2028,P1,datum_transformer,source_only,0.9312075514153636,0.9459494813829822,0.0472887767969735,0.7733291298865069,0.015753200541989
2028,P1,datum_transformer,target_real_anchor,0.9312075514153636,0.9459494813829822,0.0523329129886506,0.7783732660781841,0.015753200541989
2028,P1,flat_transformer,oracle_target,0.8929071704813079,0.914414621787258,0.0576923076923076,0.692938209331652,0.0479530687299059
2028,P1,flat_transformer,source_only,0.8929071704813079,0.914414621787258,0.0576923076923076,0.692938209331652,0.0479530687299059
2028,P1,flat_transformer,target_real_anchor,0.8929071704813079,0.914414621787258,0.0655737704918032,0.7061790668348046,0.0479530687299059
2028,P2,c2st_lr,oracle_target,0.6385626756184712,0.6020606834652367,0.0453972257250945,0.0825977301387137,0.0175258438744585
2028,P2,c2st_lr,source_only,0.3614373243815288,0.4005614093532125,0.0542244640605296,0.0075662042875157,0.2441512525205635
2028,P2,c2st_lr,target_real_anchor,0.3614373243815288,0.4005614093532125,0.0580075662042875,0.0078814627994955,0.2441512525205635
2028,P2,c2st_xgb,oracle_target,0.7317873607177557,0.8065915047662919,0.0444514501891551,0.5148171500630517,0.0983839761388369
2028,P2,c2st_xgb,source_only,0.7317873607177557,0.8065915047662919,0.0444514501891551,0.5148171500630517,0.1744837332204824
2028,P2,c2st_xgb,target_real_anchor,0.7317873607177557,0.8065915047662919,0.0406683480453972,0.5135561160151324,0.1744837332204824
2028,P2,char3gram,oracle_target,0.7055121738286934,0.7592817678355116,0.0501261034047919,0.3852459016393442,0.0712808142784551
2028,P2,char3gram,source_only,0.7055121738286934,0.7592817678355116,0.0501261034047919,0.3852459016393442,0.1373311039417766
2028,P2,char3gram,target_real_anchor,0.7055121738286934,0.7592817678355116,0.0406683480453972,0.3565573770491803,0.1373311039417766
2028,P2,column_positional_ablation,oracle_target,0.7747228468201428,0.8313330357057793,0.0485498108448928,0.5293190416141236,0.0522366526506706
2028,P2,column_positional_ablation,source_only,0.7747228468201428,0.8313330357057793,0.0494955863808322,0.5296343001261034,0.134870812119754
2028,P2,column_positional_ablation,target_real_anchor,0.7747228468201428,0.8313330357057793,0.0621059268600252,0.5353089533417402,0.134870812119754
2028,P2,datum_transformer,oracle_target,0.7851059038020256,0.837333506554146,0.0520176544766708,0.5403530895334174,0.054991311188483
2028,P2,datum_transformer,source_only,0.7851059038020256,0.837333506554146,0.0532786885245901,0.5412988650693569,0.1307308903315261
2028,P2,datum_transformer,target_real_anchor,0.7851059038020256,0.837333506554146,0.0532786885245901,0.5412988650693569,0.1307308903315261
2028,P2,flat_transformer,oracle_target,0.7046375103562222,0.7813637452669071,0.0567465321563682,0.5,0.1472820895035879
2028,P2,flat_transformer,source_only,0.7046375103562222,0.7813637452669071,0.0567465321563682,0.5,0.2020801450353747
2028,P2,flat_transformer,target_real_anchor,0.7046375103562222,0.7813637452669071,0.0545397225725094,0.4993694829760403,0.2020801450353747
2028,P3,char3gram,oracle_target,0.6125610851333859,0.5731694538684019,0.0544147843942505,0.068788501026694,0.0188743795190622
2028,P3,char3gram,source_only,0.6125610851333859,0.5731694538684019,1.0,1.0,0.4625491345649866
2028,P3,char3gram,target_real_anchor,0.6125610851333859,0.5731694538684019,0.0754620123203285,0.1001026694045174,0.4625491345649866
2028,P3,column_positional_ablation,oracle_target,0.6436108060075305,0.6138700480872625,0.042094455852156,0.0934291581108829,0.0384764188637628
2028,P3,column_positional_ablation,source_only,0.6436108060075305,0.6138700480872625,0.9974332648870636,1.0,0.4641777987000087
2028,P3,column_positional_ablation,target_real_anchor,0.6436108060075305,0.6138700480872625,0.0436344969199178,0.0959958932238193,0.4641777987000087
2028,P3,datum_ta,oracle_target,0.5,0.5,0.0,0.0,0.0
2028,P3,datum_ta,source_only,0.5477201910873681,0.5329241386048946,1.0,1.0,0.4733896899351475
2028,P3,datum_ta,target_real_anchor,0.5477201910873681,0.5329241386048946,0.0574948665297741,0.0882956878850102,0.4733896899351475
2028,P3,datum_transformer,oracle_target,0.5,0.5,0.0,0.0,0.0
2028,P3,datum_transformer,source_only,0.4214629125222942,0.440698803596403,1.0,1.0,0.4669636752634528
2028,P3,datum_transformer,target_real_anchor,0.4214629125222942,0.440698803596403,0.0467145790554414,0.0241273100616016,0.4669636752634528
2028,P3,flat_transformer,oracle_target,0.7975566737221137,0.7724492944894922,0.0436344969199178,0.2428131416837782,0.0804068591614723
2028,P3,flat_transformer,source_only,0.7975566737221137,0.7724492944894922,0.962012320328542,0.9984599589322382,0.4161731961712081
2028,P3,flat_transformer,target_real_anchor,0.7975566737221137,0.7724492944894922,0.0395277207392197,0.2186858316221765,0.4161731961712081
2028,P4,char3gram,oracle_target,0.6508710560823716,0.6224108484390658,0.0544147843942505,0.1134496919917864,0.0273299948863046
2028,P4,char3gram,source_only,0.6508710560823716,0.6224108484390658,1.0,1.0,0.4632128973693344
2028,P4,char3gram,target_real_anchor,0.6508710560823716,0.6224108484390658,0.0754620123203285,0.1581108829568788,0.4632128973693344
2028,P4,column_positional_ablation,oracle_target,0.6211837603143749,0.5817758318024904,0.0651950718685831,0.0918891170431211,0.036621459551554
2028,P4,column_positional_ablation,source_only,0.6211837603143749,0.5817758318024904,0.938911704312115,0.9989733059548256,0.4266134459757021
2028,P4,column_positional_ablation,target_real_anchor,0.6211837603143749,0.5817758318024904,0.049794661190965,0.0754620123203285,0.4266134459757021
2028,P4,datum_ta,oracle_target,0.4939820075557936,0.4982266098961019,0.0549281314168377,0.0451745379876796,0.0047740136586899
2028,P4,datum_ta,source_only,0.5060179924442064,0.5109461132940147,0.9204312114989732,0.9229979466119096,0.4139532088415084
2028,P4,datum_ta,target_real_anchor,0.5060179924442064,0.5109461132940147,0.0492813141683778,0.0590349075975359,0.4139532088415084
2028,P4,datum_transformer,oracle_target,0.5,0.5,0.0,0.0,0.0
2028,P4,datum_transformer,source_only,0.5154363818627223,0.4963040435043571,1.0,1.0,0.4552507698597825
2028,P4,datum_transformer,target_real_anchor,0.5154363818627223,0.4963040435043571,0.0472279260780287,0.0354209445585215,0.4552507698597825
2028,P4,flat_transformer,oracle_target,0.8972124044457749,0.8758474450165108,0.0436344969199178,0.4568788501026694,0.188055856002791
2028,P4,flat_transformer,source_only,0.8972124044457749,0.8758474450165108,0.9707392197125256,1.0,0.4197137186462176
2028,P4,flat_transformer,target_real_anchor,0.8972124044457749,0.8758474450165108,0.0487679671457905,0.4928131416837782,0.4197137186462176
2029,P1,c2st_lr,oracle_target,0.7047094175231255,0.6947190945483643,0.0539092055485498,0.1938839848675914,0.0192702704071559
2029,P1,c2st_lr,source_only,0.7047094175231255,0.6947190945483643,0.0539092055485498,0.1938839848675914,0.0192702704071559
2029,P1,c2st_lr,target_real_anchor,0.7047094175231255,0.6947190945483643,0.0529634300126103,0.1919924337957124,0.0192702704071559
2029,P1,c2st_xgb,oracle_target,0.9414199593225084,0.953245406801116,0.0520176544766708,0.7827868852459017,0.0244664798496679
2029,P1,c2st_xgb,source_only,0.9414199593225084,0.953245406801116,0.0520176544766708,0.7827868852459017,0.0244664798496679
2029,P1,c2st_xgb,target_real_anchor,0.9414199593225084,0.953245406801116,0.0592686002522068,0.792875157629256,0.0244664798496679
2029,P1,char3gram,oracle_target,0.8976110520967673,0.9117057627203472,0.0498108448928121,0.6478562421185372,0.0270431912965695
2029,P1,char3gram,source_only,0.8976110520967673,0.9117057627203472,0.0498108448928121,0.6478562421185372,0.0270431912965695
2029,P1,char3gram,target_real_anchor,0.8976110520967673,0.9117057627203472,0.0810214375788146,0.7027112232030265,0.0270431912965695
2029,P1,column_positional_ablation,oracle_target,0.8335164224638983,0.8831955942036791,0.0494955863808322,0.6629886506935687,0.0083112154057143
2029,P1,column_positional_ablation,source_only,0.8335164224638983,0.8831955942036791,0.0494955863808322,0.6629886506935687,0.0083112154057143
2029,P1,column_positional_ablation,target_real_anchor,0.8335164224638983,0.8831955942036791,0.0507566204287515,0.6629886506935687,0.0083112154057143
2029,P1,datum_transformer,oracle_target,0.8783057916129309,0.9106736199698244,0.0494955863808322,0.6828499369482977,0.0296889946625777
2029,P1,datum_transformer,source_only,0.8783057916129309,0.9106736199698244,0.0494955863808322,0.6828499369482977,0.0296889946625777
2029,P1,datum_transformer,target_real_anchor,0.8783057916129309,0.9106736199698244,0.0797604035308953,0.7146910466582598,0.0296889946625777
2029,P1,flat_transformer,oracle_target,0.9035811359324736,0.9228491510284896,0.0406683480453972,0.6837957124842371,0.0635709381558392
2029,P1,flat_transformer,source_only,0.9035811359324736,0.9228491510284896,0.0406683480453972,0.6837957124842371,0.0635709381558392
2029,P1,flat_transformer,target_real_anchor,0.9035811359324736,0.9228491510284896,0.0564312736443884,0.7105926860025221,0.0635709381558392
2029,P2,c2st_lr,oracle_target,0.622151939495809,0.5877419586796391,0.0529634300126103,0.0873266078184111,0.018541239317218
2029,P2,c2st_lr,source_only,0.3778480605041909,0.4096743823020122,0.0539092055485498,0.0063051702395964,0.2186224592730847
2029,P2,c2st_lr,target_real_anchor,0.3778480605041909,0.4096743823020122,0.0529634300126103,0.0063051702395964,0.2186224592730847
2029,P2,c2st_xgb,oracle_target,0.7536153353189716,0.8202006897222037,0.051702395964691,0.5252206809583859,0.0827618179780168
2029,P2,c2st_xgb,source_only,0.7536153353189716,0.8202006897222037,0.0520176544766708,0.5252206809583859,0.1614792174124952
2029,P2,c2st_xgb,target_real_anchor,0.7536153353189716,0.8202006897222037,0.0592686002522068,0.5274274905422447,0.1614792174124952
2029,P2,char3gram,oracle_target,0.7254074507552688,0.7770623379903617,0.0498108448928121,0.4126733921815889,0.0602414458241893
2029,P2,char3gram,source_only,0.7254074507552688,0.7770623379903617,0.0498108448928121,0.4129886506935687,0.1325551018664307
2029,P2,char3gram,target_real_anchor,0.7254074507552688,0.7770623379903617,0.0810214375788146,0.4602774274905422,0.1325551018664307
2029,P2,column_positional_ablation,oracle_target,0.7329273899616601,0.8090894541382696,0.0529634300126103,0.5129255989911727,0.0041891446455257
