seed,protocol,test_table,test_generator,contamination_mode,true_prevalence,valuation_method,real_mean_value,synthetic_mean_value,synthetic_negative_value_rate,source_task_value_gap
2030,P1,adult,CTGAN,append,0.2498124531132783,data_oob,0.8290090537820346,0.8053153433334486,0.0,0.023693710448586036
2030,P1,adult,CTGAN,append,0.2498124531132783,knn_shapley,0.000821979196193837,0.0007288900548529948,0.14859437751004015,9.308914134084222e-05
2030,P1,adult,CTGAN,append,0.5,data_oob,0.8231842038147924,0.8268579850980557,0.0,-0.0036737812832633443
2030,P1,adult,CTGAN,append,0.5,knn_shapley,0.0007922718969495894,0.000771709475081327,0.09441233140655106,2.056242186826234e-05
2030,P1,adult,CTGAN,append,0.75,data_oob,0.808112774220243,0.8312658173039579,0.0,-0.023153043083714908
2030,P1,adult,CTGAN,append,0.75,knn_shapley,0.0008605905666317028,0.0007598093938383989,0.14153439153439154,0.00010078117279330384
2030,P1,adult,CTGAN,replace,0.0,data_oob,0.8264422720771092,,,
2030,P1,adult,CTGAN,replace,0.0,knn_shapley,0.0007655999999999656,,,
2030,P1,adult,CTGAN,replace,0.05,data_oob,0.8118548172526335,0.8651503348359243,0.0,-0.053295517583290763
2030,P1,adult,CTGAN,replace,0.05,knn_shapley,0.000769080636484473,0.0008674679067944018,0.12,-9.838727030992886e-05
2030,P1,adult,CTGAN,replace,0.1,data_oob,0.8325948416049775,0.7802880242619965,0.0,0.05230681734298104
2030,P1,adult,CTGAN,replace,0.1,knn_shapley,0.0007515085833135012,0.0007684227501781366,0.13,-1.6914166864635317e-05
2030,P1,adult,CTGAN,replace,0.25,data_oob,0.8287094116075598,0.844731924278912,0.0,-0.01602251267135213
2030,P1,adult,CTGAN,replace,0.25,knn_shapley,0.0007842855418819627,0.0007991433743539607,0.116,-1.4857832471997976e-05
2030,P1,adult,CTGAN,replace,0.5,data_oob,0.812004896091427,0.8338206388163476,0.0,-0.021815742724920595
2030,P1,adult,CTGAN,replace,0.5,knn_shapley,0.0007868748378287726,0.0007923251621711495,0.09,-5.450324342376901e-06
2030,P1,adult,CTGAN,replace,0.75,data_oob,0.7754004214805992,0.8210618862854829,0.0,-0.045661464804883756
2030,P1,adult,CTGAN,replace,0.75,knn_shapley,0.0008020570732703178,0.0007689143089098476,0.15066666666666667,3.314276436047021e-05
2030,P1,adult,CTGAN,replace,1.0,data_oob,,0.8281469368302092,0.0,
2030,P1,adult,CTGAN,replace,1.0,knn_shapley,,0.0007599999999999617,0.109,
2030,P2,adult,TVAE,append,0.0,data_oob,0.8264422720771092,,,
2030,P2,adult,TVAE,append,0.0,knn_shapley,0.0007655999999999656,,,
2030,P2,adult,TVAE,append,0.050332383665717,data_oob,0.8479264012941545,0.7997157042431725,0.0,0.04821069705098202
2030,P2,adult,TVAE,append,0.050332383665717,knn_shapley,0.0008138841359735497,0.0004853430595585121,0.23076923076923078,0.00032854107641503756
2030,P2,adult,TVAE,append,0.0999099909990999,data_oob,0.8053775389796601,0.7367418754831997,0.0,0.06863566349646044
2030,P2,adult,TVAE,append,0.0999099909990999,knn_shapley,0.0007616545122050017,0.0005828969656204822,0.18811881188118812,0.0001787575465845195
2030,P2,adult,TVAE,append,0.2498124531132783,data_oob,0.8315178336365014,0.827892779085152,0.0,0.003625054551349427
2030,P2,adult,TVAE,append,0.2498124531132783,knn_shapley,0.0008015281455108609,0.00073755968964381,0.17269076305220885,6.396845586705089e-05
2030,P2,adult,TVAE,append,0.5,data_oob,0.818616300834577,0.8135083467503393,0.0,0.005107954084237698
2030,P2,adult,TVAE,append,0.5,knn_shapley,0.0007994087150833731,0.0007766558921866283,0.13680154142581888,2.2752822896744793e-05
2030,P2,adult,TVAE,append,0.75,data_oob,0.8139268289814255,0.7872421633970113,0.0,0.02668466558441429
2030,P2,adult,TVAE,append,0.75,knn_shapley,0.0008412375231410689,0.0007575900057586575,0.1626984126984127,8.364751738241139e-05
