seed,protocol,detector,calibration_policy,quantifier,contamination_mode,true_prevalence,prevalence_absolute_error,prevalence_error,false_positive_share,prevalence_decision_error,decision_regret
2026,P1,c2st_xgb,source_only,pcc,replace,0.05,0.16474642897496536,0.16474642897496536,0.5351107773188134,1.0,0.0014824271409925
2026,P1,c2st_xgb,source_only,pcc,replace,0.1,0.14641064819245939,0.14641064819245939,0.35284892838473586,0.0,0.0006013323462440801
2026,P1,c2st_xgb,target_real_anchor,acc,replace,0.05,0.008467919444444402,0.002645075,0.6021438558334629,0.0,3.721199234912e-05
2026,P1,c2st_xgb,target_real_anchor,acc,replace,0.1,0.008457619444444384,0.0016157472222222094,0.4175574255173982,0.4,0.0006683587661982232
2026,P1,c2st_xgb,target_real_anchor,cc,replace,0.05,0.05710999999999996,0.05710999999999996,0.6021438558334629,0.84,0.0016882139420558201
2026,P1,c2st_xgb,target_real_anchor,cc,replace,0.1,0.04416999999999994,0.04416999999999994,0.4175574255173982,0.0,0.0005572832107223833
2026,P1,c2st_xgb,target_real_anchor,dys,replace,0.05,0.004534455872854345,0.000977809365253059,0.6021438558334629,0.0,3.721199234912e-05
2026,P1,c2st_xgb,target_real_anchor,dys,replace,0.1,0.005398359090465682,6.522688087365179e-05,0.4175574255173982,0.5,0.0007740542745874633
2026,P1,c2st_xgb,target_real_anchor,emq,replace,0.05,0.005378663249810415,-0.003744090144650408,0.6021438558334629,0.0,3.721199234912e-05
2026,P1,c2st_xgb,target_real_anchor,emq,replace,0.1,0.005163060393976957,-0.0020033256685682214,0.4175574255173982,0.56,0.0008851298300633033
2026,P1,c2st_xgb,target_real_anchor,hdy,replace,0.05,0.004696197293899303,0.0017083793227650728,0.6021438558334629,0.0,3.721199234912e-05
2026,P1,c2st_xgb,target_real_anchor,hdy,replace,0.1,0.005171275147063931,0.0013780821162304605,0.4175574255173982,0.41,0.0007740542745874633
2026,P1,c2st_xgb,target_real_anchor,kdey,replace,0.05,0.0056307978594422855,0.0037218982833296904,0.6021438558334629,0.0,3.721199234912e-05
2026,P1,c2st_xgb,target_real_anchor,kdey,replace,0.1,0.006027997706722016,0.0042735016991300966,0.4175574255173982,0.21,0.0005572832107223833
2026,P1,c2st_xgb,target_real_anchor,median_sweep,replace,0.05,0.007834195232057141,0.004679008561685638,0.6021438558334629,0.0,3.721199234912e-05
2026,P1,c2st_xgb,target_real_anchor,median_sweep,replace,0.1,0.006667152120006502,0.003949694137795174,0.4175574255173982,0.29,0.0006683587661982232
2026,P1,c2st_xgb,target_real_anchor,pacc,replace,0.05,0.009803422520055106,0.007106390207216087,0.6021438558334629,0.0,3.721199234912e-05
2026,P1,c2st_xgb,target_real_anchor,pacc,replace,0.1,0.008372971549713362,0.00625566997200897,0.4175574255173982,0.2,0.0005572832107223833
2026,P1,c2st_xgb,target_real_anchor,pcc,replace,0.05,0.16474642897496536,0.16474642897496536,0.6021438558334629,1.0,0.001898035778434
2026,P1,c2st_xgb,target_real_anchor,pcc,replace,0.1,0.14641064819245939,0.14641064819245939,0.4175574255173982,0.0,0.0005572832107223833
2026,P1,char3gram,oracle_target,acc,replace,0.05,0.01365745392491463,0.011595331058020453,0.6075168287210172,0.0,0.0
2026,P1,char3gram,oracle_target,acc,replace,0.1,0.014010324232081874,0.011324651877133092,0.4230346344145135,0.21,0.0006619699602828601
2026,P1,char3gram,oracle_target,cc,replace,0.05,0.037759999999999946,0.037759999999999946,0.6075168287210172,0.1,0.0
2026,P1,char3gram,oracle_target,cc,replace,0.1,0.01840999999999992,0.01838999999999992,0.4230346344145135,0.01,0.00051054405165738
2026,P1,char3gram,oracle_target,dys,replace,0.05,0.009760874116643777,0.006215320501606431,0.6075168287210172,0.01,0.0
2026,P1,char3gram,oracle_target,dys,replace,0.1,0.009332741295257973,0.004854968476733428,0.4230346344145135,0.29,0.00101839807977144
2026,P1,char3gram,oracle_target,emq,replace,0.05,0.011816929179273067,-0.009779171635660026,0.6075168287210172,0.0,0.0
2026,P1,char3gram,oracle_target,emq,replace,0.1,0.009813475464775574,-0.005853346105074204,0.4230346344145135,0.71,0.00101839807977144
2026,P1,char3gram,oracle_target,hdy,replace,0.05,0.008242177473136592,0.0061850501894809284,0.6075168287210172,0.0,0.0
2026,P1,char3gram,oracle_target,hdy,replace,0.1,0.009394807120931251,0.005874986563425737,0.4230346344145135,0.28,0.0006619699602828601
2026,P1,char3gram,oracle_target,kdey,replace,0.05,0.008249106630429258,0.0033299513645860656,0.6075168287210172,0.0,0.0
2026,P1,char3gram,oracle_target,kdey,replace,0.1,0.00886891148269953,0.004729229445437803,0.4230346344145135,0.33,0.00101839807977144
2026,P1,char3gram,oracle_target,median_sweep,replace,0.05,0.011932009786906072,0.007513672152500088,0.6075168287210172,0.0,0.0
2026,P1,char3gram,oracle_target,median_sweep,replace,0.1,0.01070126916076589,0.005850967240783181,0.4230346344145135,0.29,0.0006619699602828601
2026,P1,char3gram,oracle_target,pacc,replace,0.05,0.012479336267594614,0.006593680358424807,0.6075168287210172,0.0,0.0
2026,P1,char3gram,oracle_target,pacc,replace,0.1,0.010844208671550393,0.005406999426659209,0.4230346344145135,0.32,0.0006619699602828601
2026,P1,char3gram,oracle_target,pcc,replace,0.05,0.22577309546561067,0.22577309546561067,0.6075168287210172,1.0,0.0016045990435845001
2026,P1,char3gram,oracle_target,pcc,replace,0.1,0.20045227719849365,0.20045227719849365,0.4230346344145135,0.0,0.00051054405165738
2026,P1,char3gram,source_only,acc,replace,0.05,0.01365745392491463,0.011595331058020453,0.6075168287210172,0.0,0.0
2026,P1,char3gram,source_only,acc,replace,0.1,0.014010324232081874,0.011324651877133092,0.4230346344145135,0.21,0.0006619699602828601
2026,P1,char3gram,source_only,cc,replace,0.05,0.037759999999999946,0.037759999999999946,0.6075168287210172,0.1,0.0
2026,P1,char3gram,source_only,cc,replace,0.1,0.01840999999999992,0.01838999999999992,0.4230346344145135,0.01,0.00051054405165738
2026,P1,char3gram,source_only,dys,replace,0.05,0.009760874116643777,0.006215320501606431,0.6075168287210172,0.01,0.0
2026,P1,char3gram,source_only,dys,replace,0.1,0.009332741295257973,0.004854968476733428,0.4230346344145135,0.29,0.00101839807977144
2026,P1,char3gram,source_only,emq,replace,0.05,0.011816929179273067,-0.009779171635660026,0.6075168287210172,0.0,0.0
2026,P1,char3gram,source_only,emq,replace,0.1,0.009813475464775574,-0.005853346105074204,0.4230346344145135,0.71,0.00101839807977144
2026,P1,char3gram,source_only,hdy,replace,0.05,0.008242177473136592,0.0061850501894809284,0.6075168287210172,0.0,0.0
2026,P1,char3gram,source_only,hdy,replace,0.1,0.009394807120931251,0.005874986563425737,0.4230346344145135,0.28,0.0006619699602828601
2026,P1,char3gram,source_only,kdey,replace,0.05,0.008249106630429258,0.0033299513645860656,0.6075168287210172,0.0,0.0
2026,P1,char3gram,source_only,kdey,replace,0.1,0.00886891148269953,0.004729229445437803,0.4230346344145135,0.33,0.00101839807977144
2026,P1,char3gram,source_only,median_sweep,replace,0.05,0.011932009786906072,0.007513672152500088,0.6075168287210172,0.0,0.0
2026,P1,char3gram,source_only,median_sweep,replace,0.1,0.01070126916076589,0.005850967240783181,0.4230346344145135,0.29,0.0006619699602828601
2026,P1,char3gram,source_only,pacc,replace,0.05,0.012479336267594614,0.006593680358424807,0.6075168287210172,0.0,0.0
2026,P1,char3gram,source_only,pacc,replace,0.1,0.010844208671550393,0.005406999426659209,0.4230346344145135,0.32,0.0006619699602828601
2026,P1,char3gram,source_only,pcc,replace,0.05,0.22577309546561067,0.22577309546561067,0.6075168287210172,1.0,0.0016045990435845001
2026,P1,char3gram,source_only,pcc,replace,0.1,0.20045227719849365,0.20045227719849365,0.4230346344145135,0.0,0.00051054405165738
2026,P1,char3gram,target_real_anchor,acc,replace,0.05,0.014039483870967696,0.01203833616298809,0.6106390838566679,0.0,0.0
2026,P1,char3gram,target_real_anchor,acc,replace,0.1,0.014070668930390448,0.011627436332767381,0.4262384322264562,0.18,0.00070164780754668
2026,P1,char3gram,target_real_anchor,cc,replace,0.05,0.03969999999999995,0.03969999999999995,0.6106390838566679,0.11,0.0
2026,P1,char3gram,target_real_anchor,cc,replace,0.1,0.02039999999999993,0.02039999999999993,0.4262384322264562,0.0,0.00059348644424276
2026,P1,char3gram,target_real_anchor,dys,replace,0.05,0.009760874116643777,0.006215320501606431,0.6106390838566679,0.01,0.0
2026,P1,char3gram,target_real_anchor,dys,replace,0.1,0.009332741295257973,0.004854968476733428,0.4262384322264562,0.29,0.00106670641923676
2026,P1,char3gram,target_real_anchor,emq,replace,0.05,0.011816929179273067,-0.009779171635660026,0.6106390838566679,0.0,0.0
2026,P1,char3gram,target_real_anchor,emq,replace,0.1,0.009813475464775574,-0.005853346105074204,0.4262384322264562,0.71,0.00106670641923676
2026,P1,char3gram,target_real_anchor,hdy,replace,0.05,0.008242177473136592,0.0061850501894809284,0.6106390838566679,0.0,0.0
2026,P1,char3gram,target_real_anchor,hdy,replace,0.1,0.009394807120931251,0.005874986563425737,0.4262384322264562,0.28,0.00070164780754668
2026,P1,char3gram,target_real_anchor,kdey,replace,0.05,0.008249106630429258,0.0033299513645860656,0.6106390838566679,0.0,0.0
2026,P1,char3gram,target_real_anchor,kdey,replace,0.1,0.00886891148269953,0.004729229445437803,0.4262384322264562,0.33,0.00106670641923676
2026,P1,char3gram,target_real_anchor,median_sweep,replace,0.05,0.011932009786906072,0.007513672152500088,0.6106390838566679,0.0,0.0
2026,P1,char3gram,target_real_anchor,median_sweep,replace,0.1,0.01070126916076589,0.005850967240783181,0.4262384322264562,0.29,0.00070164780754668
2026,P1,char3gram,target_real_anchor,pacc,replace,0.05,0.012479336267594614,0.006593680358424807,0.6106390838566679,0.0,0.0
2026,P1,char3gram,target_real_anchor,pacc,replace,0.1,0.010844208671550393,0.005406999426659209,0.4262384322264562,0.32,0.00070164780754668
2026,P1,char3gram,target_real_anchor,pcc,replace,0.05,0.22577309546561067,0.22577309546561067,0.6106390838566679,1.0,0.00147256372133368
2026,P1,char3gram,target_real_anchor,pcc,replace,0.1,0.20045227719849365,0.20045227719849365,0.4262384322264562,0.0,0.00059348644424276
2026,P1,column_positional_ablation,oracle_target,acc,replace,0.05,0.008913603971962565,0.004431366822429876,0.5528545119705341,0.0,0.0
2026,P1,column_positional_ablation,oracle_target,acc,replace,0.1,0.008502809579439202,0.0033906775700934234,0.3693506493506494,0.35,0.0
2026,P1,column_positional_ablation,oracle_target,cc,replace,0.05,0.038999999999999944,0.038999999999999944,0.5528545119705341,0.09,0.0006274479914771
2026,P1,column_positional_ablation,oracle_target,cc,replace,0.1,0.024239999999999932,0.024239999999999932,0.3693506493506494,0.0,0.00011780061433402
2026,P1,column_positional_ablation,oracle_target,dys,replace,0.05,0.004887297433864446,0.0007550920821973239,0.5528545119705341,0.0,0.0
2026,P1,column_positional_ablation,oracle_target,dys,replace,0.1,0.0061864888689885334,0.00031483280840265284,0.3693506493506494,0.49,0.0
2026,P1,column_positional_ablation,oracle_target,emq,replace,0.05,0.008427774865872546,-0.007101814570348685,0.5528545119705341,0.0,0.0
2026,P1,column_positional_ablation,oracle_target,emq,replace,0.1,0.00654143936386887,-0.003110508735550847,0.3693506493506494,0.64,0.00021385687169316
2026,P1,column_positional_ablation,oracle_target,hdy,replace,0.05,0.005134950607125453,0.001393011746590464,0.5528545119705341,0.0,0.0
2026,P1,column_positional_ablation,oracle_target,hdy,replace,0.1,0.006004425540193573,0.001451692939796931,0.3693506493506494,0.41,0.0
2026,P1,column_positional_ablation,oracle_target,kdey,replace,0.05,0.007575632845173294,-0.005612858162434584,0.5528545119705341,0.0,0.0
2026,P1,column_positional_ablation,oracle_target,kdey,replace,0.1,0.006839802214867492,-0.004507009064443093,0.3693506493506494,0.68,0.00021385687169316
2026,P1,column_positional_ablation,oracle_target,median_sweep,replace,0.05,0.00796455623375581,0.004872995568426007,0.5528545119705341,0.0,0.0
2026,P1,column_positional_ablation,oracle_target,median_sweep,replace,0.1,0.00754770772686994,0.003938617195085849,0.3693506493506494,0.37,0.0
2026,P1,column_positional_ablation,oracle_target,pacc,replace,0.05,0.009401058944894397,0.006515434328581697,0.5528545119705341,0.0,0.0
2026,P1,column_positional_ablation,oracle_target,pacc,replace,0.1,0.008756663663059916,0.006055830407322625,0.3693506493506494,0.25,0.0
2026,P1,column_positional_ablation,oracle_target,pcc,replace,0.05,0.19230261889052894,0.19230261889052894,0.5528545119705341,1.0,0.0016304905201888597
2026,P1,column_positional_ablation,oracle_target,pcc,replace,0.1,0.17108607318566324,0.17108607318566324,0.3693506493506494,0.0,0.00011780061433402
2026,P1,column_positional_ablation,source_only,acc,replace,0.05,0.008913603971962565,0.004431366822429876,0.5528545119705341,0.0,0.0
2026,P1,column_positional_ablation,source_only,acc,replace,0.1,0.008502809579439202,0.0033906775700934234,0.3693506493506494,0.35,0.0
2026,P1,column_positional_ablation,source_only,cc,replace,0.05,0.038999999999999944,0.038999999999999944,0.5528545119705341,0.09,0.0006274479914771
2026,P1,column_positional_ablation,source_only,cc,replace,0.1,0.024239999999999932,0.024239999999999932,0.3693506493506494,0.0,0.00011780061433402
2026,P1,column_positional_ablation,source_only,dys,replace,0.05,0.004887297433864446,0.0007550920821973239,0.5528545119705341,0.0,0.0
2026,P1,column_positional_ablation,source_only,dys,replace,0.1,0.0061864888689885334,0.00031483280840265284,0.3693506493506494,0.49,0.0
2026,P1,column_positional_ablation,source_only,emq,replace,0.05,0.008427774865872546,-0.007101814570348685,0.5528545119705341,0.0,0.0
2026,P1,column_positional_ablation,source_only,emq,replace,0.1,0.00654143936386887,-0.003110508735550847,0.3693506493506494,0.64,0.00021385687169316
2026,P1,column_positional_ablation,source_only,hdy,replace,0.05,0.005134950607125453,0.001393011746590464,0.5528545119705341,0.0,0.0
2026,P1,column_positional_ablation,source_only,hdy,replace,0.1,0.006004425540193573,0.001451692939796931,0.3693506493506494,0.41,0.0
2026,P1,column_positional_ablation,source_only,kdey,replace,0.05,0.007575632845173294,-0.005612858162434584,0.5528545119705341,0.0,0.0
2026,P1,column_positional_ablation,source_only,kdey,replace,0.1,0.006839802214867492,-0.004507009064443093,0.3693506493506494,0.68,0.00021385687169316
2026,P1,column_positional_ablation,source_only,median_sweep,replace,0.05,0.00796455623375581,0.004872995568426007,0.5528545119705341,0.0,0.0
2026,P1,column_positional_ablation,source_only,median_sweep,replace,0.1,0.00754770772686994,0.003938617195085849,0.3693506493506494,0.37,0.0
2026,P1,column_positional_ablation,source_only,pacc,replace,0.05,0.009401058944894397,0.006515434328581697,0.5528545119705341,0.0,0.0
2026,P1,column_positional_ablation,source_only,pacc,replace,0.1,0.008756663663059916,0.006055830407322625,0.3693506493506494,0.25,0.0
2026,P1,column_positional_ablation,source_only,pcc,replace,0.05,0.19230261889052894,0.19230261889052894,0.5528545119705341,1.0,0.0016304905201888597
2026,P1,column_positional_ablation,source_only,pcc,replace,0.1,0.17108607318566324,0.17108607318566324,0.3693506493506494,0.0,0.00011780061433402
2026,P1,column_positional_ablation,target_real_anchor,acc,replace,0.05,0.008952866316403914,0.004775989492119065,0.5514882603068959,0.0,0.0
2026,P1,column_positional_ablation,target_real_anchor,acc,replace,0.1,0.008690180969060076,0.003762259194395775,0.3680646001562906,0.36,0.0
2026,P1,column_positional_ablation,target_real_anchor,cc,replace,0.05,0.03821999999999994,0.03821999999999994,0.5514882603068959,0.08,0.0006274479914771
