protocol,detector,calibration_policy,quantifier,contamination_mode,true_prevalence,metric,n_seeds,mean,std,ci95_low,ci95_high
P1,c2st_xgb,target_real_anchor,kdey,replace,0.1,prevalence_decision_error,5,0.366,0.17401149387324966,0.14993619278393103,0.582063807216069
P1,c2st_xgb,target_real_anchor,kdey,replace,0.1,decision_regret,5,0.0007730872010155633,0.000549041834358394,9.136172178499102e-05,0.0014548126802461357
P1,c2st_xgb,target_real_anchor,median_sweep,replace,0.05,prevalence_absolute_error,5,0.008064950645203375,0.0006483703997207356,0.007259892462369154,0.008870008828037595
P1,c2st_xgb,target_real_anchor,median_sweep,replace,0.05,prevalence_error,5,3.442292815941002e-05,0.006193912896207511,-0.007656335723071466,0.007725181579390285
P1,c2st_xgb,target_real_anchor,median_sweep,replace,0.05,false_positive_share,5,0.5326662763076144,0.05687977803601769,0.46204070369447003,0.6032918489207588
P1,c2st_xgb,target_real_anchor,median_sweep,replace,0.05,prevalence_decision_error,5,0.0,0.0,0.0,0.0
P1,c2st_xgb,target_real_anchor,median_sweep,replace,0.05,decision_regret,5,0.000201606538124356,0.00027526051934290813,-0.00014017453887060386,0.0005433876151193159
P1,c2st_xgb,target_real_anchor,median_sweep,replace,0.1,prevalence_absolute_error,5,0.008019028137327563,0.0014834552680496585,0.006177075138044588,0.009860981136610538
P1,c2st_xgb,target_real_anchor,median_sweep,replace,0.1,prevalence_error,5,-0.0008514582018856979,0.005862441316395181,-0.008130640526035876,0.006427724122264481
P1,c2st_xgb,target_real_anchor,median_sweep,replace,0.1,false_positive_share,5,0.3523702299946526,0.05292222121906627,0.28665861320196273,0.4180818467873425
P1,c2st_xgb,target_real_anchor,median_sweep,replace,0.1,prevalence_decision_error,5,0.524,0.24203305559365232,0.22347626849411178,0.8245237315058882
P1,c2st_xgb,target_real_anchor,median_sweep,replace,0.1,decision_regret,5,0.0007090957459208272,0.0004956472839711772,9.366835760633895e-05,0.0013245231342353155
P1,c2st_xgb,target_real_anchor,pacc,replace,0.05,prevalence_absolute_error,5,0.0091099400821336,0.0008841027532383774,0.008012181522724681,0.01020769864154252
P1,c2st_xgb,target_real_anchor,pacc,replace,0.05,prevalence_error,5,0.00016999994439532602,0.007207853003102152,-0.0087797316339015,0.009119731522692152
P1,c2st_xgb,target_real_anchor,pacc,replace,0.05,false_positive_share,5,0.5326662763076144,0.05687977803601769,0.46204070369447003,0.6032918489207588
P1,c2st_xgb,target_real_anchor,pacc,replace,0.05,prevalence_decision_error,5,0.0,0.0,0.0,0.0
P1,c2st_xgb,target_real_anchor,pacc,replace,0.05,decision_regret,5,0.000201606538124356,0.00027526051934290813,-0.00014017453887060386,0.0005433876151193159
P1,c2st_xgb,target_real_anchor,pacc,replace,0.1,prevalence_absolute_error,5,0.008650191666160673,0.0011703198444368362,0.007197047648940024,0.010103335683381322
P1,c2st_xgb,target_real_anchor,pacc,replace,0.1,prevalence_error,5,-0.0005549814367519512,0.006588772380706631,-0.00873602289423468,0.007626060020730778
P1,c2st_xgb,target_real_anchor,pacc,replace,0.1,false_positive_share,5,0.3523702299946526,0.05292222121906627,0.28665861320196273,0.4180818467873425
P1,c2st_xgb,target_real_anchor,pacc,replace,0.1,prevalence_decision_error,5,0.528,0.2811049626029395,0.1789620882195146,0.8770379117804854
P1,c2st_xgb,target_real_anchor,pacc,replace,0.1,decision_regret,5,0.0007007262575246233,0.0005566868075681146,9.508290292308723e-06,0.0013919442247569379
P1,c2st_xgb,target_real_anchor,pcc,replace,0.05,prevalence_absolute_error,5,0.16500460188475657,0.0048556768625951634,0.15897548273756115,0.171033721031952
P1,c2st_xgb,target_real_anchor,pcc,replace,0.05,prevalence_error,5,0.16500460188475657,0.0048556768625951634,0.15897548273756115,0.171033721031952
P1,c2st_xgb,target_real_anchor,pcc,replace,0.05,false_positive_share,5,0.5326662763076144,0.05687977803601769,0.46204070369447003,0.6032918489207588
P1,c2st_xgb,target_real_anchor,pcc,replace,0.05,prevalence_decision_error,5,1.0,0.0,1.0,1.0
P1,c2st_xgb,target_real_anchor,pcc,replace,0.05,decision_regret,5,0.0007529105240155053,0.000674874509230889,-8.505685740192335e-05,0.001590877905432934
P1,c2st_xgb,target_real_anchor,pcc,replace,0.1,prevalence_absolute_error,5,0.146229894444795,0.004343476438734238,0.14083675612377242,0.1516230327658176
P1,c2st_xgb,target_real_anchor,pcc,replace,0.1,prevalence_error,5,0.146229894444795,0.004343476438734238,0.14083675612377242,0.1516230327658176
P1,c2st_xgb,target_real_anchor,pcc,replace,0.1,false_positive_share,5,0.3523702299946526,0.05292222121906627,0.28665861320196273,0.4180818467873425
P1,c2st_xgb,target_real_anchor,pcc,replace,0.1,prevalence_decision_error,5,0.0,0.0,0.0,0.0
P1,c2st_xgb,target_real_anchor,pcc,replace,0.1,decision_regret,5,0.0007323726123421927,0.0005200284718371125,8.667198082113001e-05,0.0013780732438632554
P1,char3gram,oracle_target,acc,replace,0.05,prevalence_absolute_error,5,0.010918946684722732,0.0017281383704018975,0.008773179486280175,0.01306471388316529
P1,char3gram,oracle_target,acc,replace,0.05,prevalence_error,5,0.0013382979890644146,0.006509508954331477,-0.006744324925514012,0.00942092090364284
P1,char3gram,oracle_target,acc,replace,0.05,false_positive_share,5,0.5874623825808996,0.016108811209473353,0.5674606516482352,0.6074641135135639
P1,char3gram,oracle_target,acc,replace,0.05,prevalence_decision_error,5,0.0,0.0,0.0,0.0
P1,char3gram,oracle_target,acc,replace,0.05,decision_regret,5,0.00050084135929938,0.0003844574461170507,2.3474389614474634e-05,0.0009782083289842853
P1,char3gram,oracle_target,acc,replace,0.1,prevalence_absolute_error,5,0.011036868792151641,0.001761072551479692,0.008850208406754462,0.01322352917754882
P1,char3gram,oracle_target,acc,replace,0.1,prevalence_error,5,0.0011036351359732352,0.006339995274136328,-0.006768508744703848,0.008975779016650318
P1,char3gram,oracle_target,acc,replace,0.1,false_positive_share,5,0.40297675649837733,0.01598609753198932,0.38312739472113216,0.4228261182756225
P1,char3gram,oracle_target,acc,replace,0.1,prevalence_decision_error,5,0.4779999999999999,0.1712308383440319,0.2653888326459669,0.6906111673540329
P1,char3gram,oracle_target,acc,replace,0.1,decision_regret,5,0.000945438680724832,0.0003373059347981221,0.0005266180451055375,0.0013642593163441265
P1,char3gram,oracle_target,cc,replace,0.05,prevalence_absolute_error,5,0.031129999999999942,0.004155135376855975,0.02597071799489505,0.03628928200510484
P1,char3gram,oracle_target,cc,replace,0.05,prevalence_error,5,0.031129999999999942,0.004155135376855975,0.02597071799489505,0.03628928200510484
P1,char3gram,oracle_target,cc,replace,0.05,false_positive_share,5,0.5874623825808996,0.016108811209473353,0.5674606516482352,0.6074641135135639
P1,char3gram,oracle_target,cc,replace,0.05,prevalence_decision_error,5,0.022,0.0438178046004133,-0.03240699045266046,0.07640699045266046
P1,char3gram,oracle_target,cc,replace,0.05,decision_regret,5,0.00050084135929938,0.0003844574461170507,2.3474389614474634e-05,0.0009782083289842853
P1,char3gram,oracle_target,cc,replace,0.1,prevalence_absolute_error,5,0.011989999999999923,0.003733818420866228,0.007353852090980297,0.016626147909019548
P1,char3gram,oracle_target,cc,replace,0.1,prevalence_error,5,0.011457999999999923,0.004103062271036106,0.006363375295666215,0.01655262470433363
P1,char3gram,oracle_target,cc,replace,0.1,false_positive_share,5,0.40297675649837733,0.01598609753198932,0.38312739472113216,0.4228261182756225
P1,char3gram,oracle_target,cc,replace,0.1,prevalence_decision_error,5,0.078,0.06058052492344384,0.0027793432102739546,0.15322065678972605
P1,char3gram,oracle_target,cc,replace,0.1,decision_regret,5,0.0006741648019522718,0.0005545141066446487,-1.4355400764511062e-05,0.0013626850046690548
P1,char3gram,oracle_target,dys,replace,0.05,prevalence_absolute_error,5,0.009045572818422215,0.0011235784784251553,0.007650465872605135,0.010440679764239295
P1,char3gram,oracle_target,dys,replace,0.05,prevalence_error,5,0.0013306526636672267,0.0028461896266000525,-0.002203358527743073,0.004864663855077526
P1,char3gram,oracle_target,dys,replace,0.05,false_positive_share,5,0.5874623825808996,0.016108811209473353,0.5674606516482352,0.6074641135135639
P1,char3gram,oracle_target,dys,replace,0.05,prevalence_decision_error,5,0.002,0.00447213595499958,-0.0035528902103955868,0.007552890210395587
P1,char3gram,oracle_target,dys,replace,0.05,decision_regret,5,0.00050084135929938,0.0003844574461170507,2.3474389614474634e-05,0.0009782083289842853
P1,char3gram,oracle_target,dys,replace,0.1,prevalence_absolute_error,5,0.010441267504889145,0.000903193409008659,0.009319804765508165,0.011562730244270125
P1,char3gram,oracle_target,dys,replace,0.1,prevalence_error,5,-0.0005855086207217318,0.0035489863318743475,-0.0049921571791273454,0.0038211399376838814
P1,char3gram,oracle_target,dys,replace,0.1,false_positive_share,5,0.40297675649837733,0.01598609753198932,0.38312739472113216,0.4228261182756225
P1,char3gram,oracle_target,dys,replace,0.1,prevalence_decision_error,5,0.504,0.13722244714331544,0.33361582763672626,0.6743841723632737
P1,char3gram,oracle_target,dys,replace,0.1,decision_regret,5,0.0007502125035807241,0.0004946730512942815,0.00013599478490701087,0.0013644302222544373
P1,char3gram,oracle_target,emq,replace,0.05,prevalence_absolute_error,5,0.016908270216018623,0.0036870003710087994,0.012330254593973074,0.02148628583806417
P1,char3gram,oracle_target,emq,replace,0.05,prevalence_error,5,-0.016155387927949134,0.004347651538656492,-0.0215537103202341,-0.010757065535664169
P1,char3gram,oracle_target,emq,replace,0.05,false_positive_share,5,0.5874623825808996,0.016108811209473353,0.5674606516482352,0.6074641135135639
P1,char3gram,oracle_target,emq,replace,0.05,prevalence_decision_error,5,0.0,0.0,0.0,0.0
P1,char3gram,oracle_target,emq,replace,0.05,decision_regret,5,0.00050084135929938,0.0003844574461170507,2.3474389614474634e-05,0.0009782083289842853
P1,char3gram,oracle_target,emq,replace,0.1,prevalence_absolute_error,5,0.014570439276682574,0.0030742795459993656,0.01075321704400095,0.0183876615093642
P1,char3gram,oracle_target,emq,replace,0.1,prevalence_error,5,-0.012560518218993599,0.0043769942594227545,-0.01799527441126338,-0.007125762026723818
P1,char3gram,oracle_target,emq,replace,0.1,false_positive_share,5,0.40297675649837733,0.01598609753198932,0.38312739472113216,0.4228261182756225
P1,char3gram,oracle_target,emq,replace,0.1,prevalence_decision_error,5,0.834,0.09396807968666811,0.7173232184727217,0.9506767815272782
P1,char3gram,oracle_target,emq,replace,0.1,decision_regret,5,0.0007529853214071241,0.0004394157906671308,0.0002073785538935063,0.0012985920889207418
P1,char3gram,oracle_target,hdy,replace,0.05,prevalence_absolute_error,5,0.0075261614451062695,0.0006461111024109749,0.006723908550402817,0.008328414339809723
P1,char3gram,oracle_target,hdy,replace,0.05,prevalence_error,5,0.0007235980432908095,0.003529704732465372,-0.003659109247300892,0.00510630533388251
P1,char3gram,oracle_target,hdy,replace,0.05,false_positive_share,5,0.5874623825808996,0.016108811209473353,0.5674606516482352,0.6074641135135639
P1,char3gram,oracle_target,hdy,replace,0.05,prevalence_decision_error,5,0.0,0.0,0.0,0.0
P1,char3gram,oracle_target,hdy,replace,0.05,decision_regret,5,0.00050084135929938,0.0003844574461170507,2.3474389614474634e-05,0.0009782083289842853
P1,char3gram,oracle_target,hdy,replace,0.1,prevalence_absolute_error,5,0.009108280601031023,0.0006440816805310474,0.008308547566413044,0.009908013635649002
P1,char3gram,oracle_target,hdy,replace,0.1,prevalence_error,5,-0.00044478979015510304,0.0036995203738610337,-0.0050383510489996775,0.004148771468689472
P1,char3gram,oracle_target,hdy,replace,0.1,false_positive_share,5,0.40297675649837733,0.01598609753198932,0.38312739472113216,0.4228261182756225
P1,char3gram,oracle_target,hdy,replace,0.1,prevalence_decision_error,5,0.52,0.1365650028374766,0.3504321525621104,0.6895678474378897
P1,char3gram,oracle_target,hdy,replace,0.1,decision_regret,5,0.0008838427631481201,0.00047975034502346903,0.00028815403160664427,0.001479531494689596
P1,char3gram,oracle_target,kdey,replace,0.05,prevalence_absolute_error,5,0.008980431033986516,0.001674940653829715,0.006900717524998285,0.011060144542974746
P1,char3gram,oracle_target,kdey,replace,0.05,prevalence_error,5,-0.003614695883308875,0.004586746351273254,-0.00930989369657735,0.002080501929959599
P1,char3gram,oracle_target,kdey,replace,0.05,false_positive_share,5,0.5874623825808996,0.016108811209473353,0.5674606516482352,0.6074641135135639
P1,char3gram,oracle_target,kdey,replace,0.05,prevalence_decision_error,5,0.0,0.0,0.0,0.0
P1,char3gram,oracle_target,kdey,replace,0.05,decision_regret,5,0.00050084135929938,0.0003844574461170507,2.3474389614474634e-05,0.0009782083289842853
P1,char3gram,oracle_target,kdey,replace,0.1,prevalence_absolute_error,5,0.009537255080143546,0.0009502368001490617,0.00835738025563011,0.010717129904656982
P1,char3gram,oracle_target,kdey,replace,0.1,prevalence_error,5,-0.002353389967261523,0.004213606858746325,-0.0075852739063512874,0.0028784939718282418
P1,char3gram,oracle_target,kdey,replace,0.1,false_positive_share,5,0.40297675649837733,0.01598609753198932,0.38312739472113216,0.4228261182756225
P1,char3gram,oracle_target,kdey,replace,0.1,prevalence_decision_error,5,0.584,0.14993331851193048,0.3978331962725179,0.770166803727482
P1,char3gram,oracle_target,kdey,replace,0.1,decision_regret,5,0.0008931398513957881,0.0005112476292090731,0.0002583420760398549,0.0015279376267517213
P1,char3gram,oracle_target,median_sweep,replace,0.05,prevalence_absolute_error,5,0.010898853072546264,0.0015013930388959305,0.009034627388995443,0.012763078756097085
P1,char3gram,oracle_target,median_sweep,replace,0.05,prevalence_error,5,-0.001892500503733048,0.0062185793383697195,-0.009613886588160512,0.005828885580694415
P1,char3gram,oracle_target,median_sweep,replace,0.05,false_positive_share,5,0.5874623825808996,0.016108811209473353,0.5674606516482352,0.6074641135135639
P1,char3gram,oracle_target,median_sweep,replace,0.05,prevalence_decision_error,5,0.0,0.0,0.0,0.0
P1,char3gram,oracle_target,median_sweep,replace,0.05,decision_regret,5,0.00050084135929938,0.0003844574461170507,2.3474389614474634e-05,0.0009782083289842853
P1,char3gram,oracle_target,median_sweep,replace,0.1,prevalence_absolute_error,5,0.011288920340893424,0.0006670482248394172,0.01046067057504459,0.012117170106742257
P1,char3gram,oracle_target,median_sweep,replace,0.1,prevalence_error,5,-0.0027298979567564946,0.005662474844740883,-0.009760789112205698,0.0043009931986927085
P1,char3gram,oracle_target,median_sweep,replace,0.1,false_positive_share,5,0.40297675649837733,0.01598609753198932,0.38312739472113216,0.4228261182756225
P1,char3gram,oracle_target,median_sweep,replace,0.1,prevalence_decision_error,5,0.59,0.1896048522585854,0.35457448106577083,0.8254255189342291
P1,char3gram,oracle_target,median_sweep,replace,0.1,decision_regret,5,0.0008414742409922321,0.0005170272386954796,0.000199500132613351,0.0014834483493711133
P1,char3gram,oracle_target,pacc,replace,0.05,prevalence_absolute_error,5,0.011431913154892026,0.0010000142579855023,0.010190231453060977,0.012673594856723076
P1,char3gram,oracle_target,pacc,replace,0.05,prevalence_error,5,-0.0015239925231017102,0.00584548220568943,-0.008782117330047006,0.005734132283843585
P1,char3gram,oracle_target,pacc,replace,0.05,false_positive_share,5,0.5874623825808996,0.016108811209473353,0.5674606516482352,0.6074641135135639
P1,char3gram,oracle_target,pacc,replace,0.05,prevalence_decision_error,5,0.0,0.0,0.0,0.0
P1,char3gram,oracle_target,pacc,replace,0.05,decision_regret,5,0.00050084135929938,0.0003844574461170507,2.3474389614474634e-05,0.0009782083289842853
P1,char3gram,oracle_target,pacc,replace,0.1,prevalence_absolute_error,5,0.011673132827121718,0.0007125266434557726,0.010788414146181716,0.01255785150806172
P1,char3gram,oracle_target,pacc,replace,0.1,prevalence_error,5,-0.0022349594381586694,0.005384841596251872,-0.00892112338425471,0.0044512045079373695
P1,char3gram,oracle_target,pacc,replace,0.1,false_positive_share,5,0.40297675649837733,0.01598609753198932,0.38312739472113216,0.4228261182756225
P1,char3gram,oracle_target,pacc,replace,0.1,prevalence_decision_error,5,0.5740000000000001,0.16964669168598603,0.36335581051913735,0.7846441894808628
P1,char3gram,oracle_target,pacc,replace,0.1,decision_regret,5,0.000866853440174236,0.0003085998109729763,0.00048367616503660444,0.0012500307153118675
P1,char3gram,oracle_target,pcc,replace,0.05,prevalence_absolute_error,5,0.22352902609907038,0.003511843390802293,0.21916849659338133,0.22788955560475943
P1,char3gram,oracle_target,pcc,replace,0.05,prevalence_error,5,0.22352902609907038,0.003511843390802293,0.21916849659338133,0.22788955560475943
P1,char3gram,oracle_target,pcc,replace,0.05,false_positive_share,5,0.5874623825808996,0.016108811209473353,0.5674606516482352,0.6074641135135639
P1,char3gram,oracle_target,pcc,replace,0.05,prevalence_decision_error,5,1.0,0.0,1.0,1.0
P1,char3gram,oracle_target,pcc,replace,0.05,decision_regret,5,0.0006525198265940719,0.0006352464398720168,-0.00013624280778212338,0.001441282460970267
P1,char3gram,oracle_target,pcc,replace,0.1,prevalence_absolute_error,5,0.1982406292361826,0.0034962493343045345,0.1938994623090328,0.2025817961633324
P1,char3gram,oracle_target,pcc,replace,0.1,prevalence_error,5,0.1982406292361826,0.0034962493343045345,0.1938994623090328,0.2025817961633324
P1,char3gram,oracle_target,pcc,replace,0.1,false_positive_share,5,0.40297675649837733,0.01598609753198932,0.38312739472113216,0.4228261182756225
P1,char3gram,oracle_target,pcc,replace,0.1,prevalence_decision_error,5,0.0,0.0,0.0,0.0
P1,char3gram,oracle_target,pcc,replace,0.1,decision_regret,5,0.0006656365796909719,0.0005391213779392182,-3.7710259581602784e-06,0.001335044185340104
P1,char3gram,source_only,acc,replace,0.05,prevalence_absolute_error,5,0.010918946684722732,0.0017281383704018975,0.008773179486280175,0.01306471388316529
P1,char3gram,source_only,acc,replace,0.05,prevalence_error,5,0.0013382979890644146,0.006509508954331477,-0.006744324925514012,0.00942092090364284
P1,char3gram,source_only,acc,replace,0.05,false_positive_share,5,0.5874623825808996,0.016108811209473353,0.5674606516482352,0.6074641135135639
P1,char3gram,source_only,acc,replace,0.05,prevalence_decision_error,5,0.0,0.0,0.0,0.0
P1,char3gram,source_only,acc,replace,0.05,decision_regret,5,0.00050084135929938,0.0003844574461170507,2.3474389614474634e-05,0.0009782083289842853
P1,char3gram,source_only,acc,replace,0.1,prevalence_absolute_error,5,0.011036868792151641,0.001761072551479692,0.008850208406754462,0.01322352917754882
P1,char3gram,source_only,acc,replace,0.1,prevalence_error,5,0.0011036351359732352,0.006339995274136328,-0.006768508744703848,0.008975779016650318
P1,char3gram,source_only,acc,replace,0.1,false_positive_share,5,0.40297675649837733,0.01598609753198932,0.38312739472113216,0.4228261182756225
P1,char3gram,source_only,acc,replace,0.1,prevalence_decision_error,5,0.4779999999999999,0.1712308383440319,0.2653888326459669,0.6906111673540329
P1,char3gram,source_only,acc,replace,0.1,decision_regret,5,0.000945438680724832,0.0003373059347981221,0.0005266180451055375,0.0013642593163441265
P1,char3gram,source_only,cc,replace,0.05,prevalence_absolute_error,5,0.031129999999999942,0.004155135376855975,0.02597071799489505,0.03628928200510484
P1,char3gram,source_only,cc,replace,0.05,prevalence_error,5,0.031129999999999942,0.004155135376855975,0.02597071799489505,0.03628928200510484
P1,char3gram,source_only,cc,replace,0.05,false_positive_share,5,0.5874623825808996,0.016108811209473353,0.5674606516482352,0.6074641135135639
P1,char3gram,source_only,cc,replace,0.05,prevalence_decision_error,5,0.022,0.0438178046004133,-0.03240699045266046,0.07640699045266046
P1,char3gram,source_only,cc,replace,0.05,decision_regret,5,0.00050084135929938,0.0003844574461170507,2.3474389614474634e-05,0.0009782083289842853
P1,char3gram,source_only,cc,replace,0.1,prevalence_absolute_error,5,0.011989999999999923,0.003733818420866228,0.007353852090980297,0.016626147909019548
P1,char3gram,source_only,cc,replace,0.1,prevalence_error,5,0.011457999999999923,0.004103062271036106,0.006363375295666215,0.01655262470433363
P1,char3gram,source_only,cc,replace,0.1,false_positive_share,5,0.40297675649837733,0.01598609753198932,0.38312739472113216,0.4228261182756225
P1,char3gram,source_only,cc,replace,0.1,prevalence_decision_error,5,0.078,0.06058052492344384,0.0027793432102739546,0.15322065678972605
P1,char3gram,source_only,cc,replace,0.1,decision_regret,5,0.0006741648019522718,0.0005545141066446487,-1.4355400764511062e-05,0.0013626850046690548
P1,char3gram,source_only,dys,replace,0.05,prevalence_absolute_error,5,0.009045572818422215,0.0011235784784251553,0.007650465872605135,0.010440679764239295
P1,char3gram,source_only,dys,replace,0.05,prevalence_error,5,0.0013306526636672267,0.0028461896266000525,-0.002203358527743073,0.004864663855077526
P1,char3gram,source_only,dys,replace,0.05,false_positive_share,5,0.5874623825808996,0.016108811209473353,0.5674606516482352,0.6074641135135639
P1,char3gram,source_only,dys,replace,0.05,prevalence_decision_error,5,0.002,0.00447213595499958,-0.0035528902103955868,0.007552890210395587
P1,char3gram,source_only,dys,replace,0.05,decision_regret,5,0.00050084135929938,0.0003844574461170507,2.3474389614474634e-05,0.0009782083289842853
P1,char3gram,source_only,dys,replace,0.1,prevalence_absolute_error,5,0.010441267504889145,0.000903193409008659,0.009319804765508165,0.011562730244270125
P1,char3gram,source_only,dys,replace,0.1,prevalence_error,5,-0.0005855086207217318,0.0035489863318743475,-0.0049921571791273454,0.0038211399376838814
P1,char3gram,source_only,dys,replace,0.1,false_positive_share,5,0.40297675649837733,0.01598609753198932,0.38312739472113216,0.4228261182756225
P1,char3gram,source_only,dys,replace,0.1,prevalence_decision_error,5,0.504,0.13722244714331544,0.33361582763672626,0.6743841723632737
P1,char3gram,source_only,dys,replace,0.1,decision_regret,5,0.0007502125035807241,0.0004946730512942815,0.00013599478490701087,0.0013644302222544373
P1,char3gram,source_only,emq,replace,0.05,prevalence_absolute_error,5,0.016908270216018623,0.0036870003710087994,0.012330254593973074,0.02148628583806417
P1,char3gram,source_only,emq,replace,0.05,prevalence_error,5,-0.016155387927949134,0.004347651538656492,-0.0215537103202341,-0.010757065535664169
P1,char3gram,source_only,emq,replace,0.05,false_positive_share,5,0.5874623825808996,0.016108811209473353,0.5674606516482352,0.6074641135135639
P1,char3gram,source_only,emq,replace,0.05,prevalence_decision_error,5,0.0,0.0,0.0,0.0
P1,char3gram,source_only,emq,replace,0.05,decision_regret,5,0.00050084135929938,0.0003844574461170507,2.3474389614474634e-05,0.0009782083289842853
P1,char3gram,source_only,emq,replace,0.1,prevalence_absolute_error,5,0.014570439276682574,0.0030742795459993656,0.01075321704400095,0.0183876615093642
P1,char3gram,source_only,emq,replace,0.1,prevalence_error,5,-0.012560518218993599,0.0043769942594227545,-0.01799527441126338,-0.007125762026723818
P1,char3gram,source_only,emq,replace,0.1,false_positive_share,5,0.40297675649837733,0.01598609753198932,0.38312739472113216,0.4228261182756225
P1,char3gram,source_only,emq,replace,0.1,prevalence_decision_error,5,0.834,0.09396807968666811,0.7173232184727217,0.9506767815272782
P1,char3gram,source_only,emq,replace,0.1,decision_regret,5,0.0007529853214071241,0.0004394157906671308,0.0002073785538935063,0.0012985920889207418
P1,char3gram,source_only,hdy,replace,0.05,prevalence_absolute_error,5,0.0075261614451062695,0.0006461111024109749,0.006723908550402817,0.008328414339809723
P1,char3gram,source_only,hdy,replace,0.05,prevalence_error,5,0.0007235980432908095,0.003529704732465372,-0.003659109247300892,0.00510630533388251
P1,char3gram,source_only,hdy,replace,0.05,false_positive_share,5,0.5874623825808996,0.016108811209473353,0.5674606516482352,0.6074641135135639
P1,char3gram,source_only,hdy,replace,0.05,prevalence_decision_error,5,0.0,0.0,0.0,0.0
P1,char3gram,source_only,hdy,replace,0.05,decision_regret,5,0.00050084135929938,0.0003844574461170507,2.3474389614474634e-05,0.0009782083289842853
P1,char3gram,source_only,hdy,replace,0.1,prevalence_absolute_error,5,0.009108280601031023,0.0006440816805310474,0.008308547566413044,0.009908013635649002
P1,char3gram,source_only,hdy,replace,0.1,prevalence_error,5,-0.00044478979015510304,0.0036995203738610337,-0.0050383510489996775,0.004148771468689472
P1,char3gram,source_only,hdy,replace,0.1,false_positive_share,5,0.40297675649837733,0.01598609753198932,0.38312739472113216,0.4228261182756225
P1,char3gram,source_only,hdy,replace,0.1,prevalence_decision_error,5,0.52,0.1365650028374766,0.3504321525621104,0.6895678474378897
P1,char3gram,source_only,hdy,replace,0.1,decision_regret,5,0.0008838427631481201,0.00047975034502346903,0.00028815403160664427,0.001479531494689596
P1,char3gram,source_only,kdey,replace,0.05,prevalence_absolute_error,5,0.008980431033986516,0.001674940653829715,0.006900717524998285,0.011060144542974746
P1,char3gram,source_only,kdey,replace,0.05,prevalence_error,5,-0.003614695883308875,0.004586746351273254,-0.00930989369657735,0.002080501929959599
P1,char3gram,source_only,kdey,replace,0.05,false_positive_share,5,0.5874623825808996,0.016108811209473353,0.5674606516482352,0.6074641135135639
P1,char3gram,source_only,kdey,replace,0.05,prevalence_decision_error,5,0.0,0.0,0.0,0.0
P1,char3gram,source_only,kdey,replace,0.05,decision_regret,5,0.00050084135929938,0.0003844574461170507,2.3474389614474634e-05,0.0009782083289842853
P1,char3gram,source_only,kdey,replace,0.1,prevalence_absolute_error,5,0.009537255080143546,0.0009502368001490617,0.00835738025563011,0.010717129904656982
P1,char3gram,source_only,kdey,replace,0.1,prevalence_error,5,-0.002353389967261523,0.004213606858746325,-0.0075852739063512874,0.0028784939718282418
P1,char3gram,source_only,kdey,replace,0.1,false_positive_share,5,0.40297675649837733,0.01598609753198932,0.38312739472113216,0.4228261182756225
P1,char3gram,source_only,kdey,replace,0.1,prevalence_decision_error,5,0.584,0.14993331851193048,0.3978331962725179,0.770166803727482
P1,char3gram,source_only,kdey,replace,0.1,decision_regret,5,0.0008931398513957881,0.0005112476292090731,0.0002583420760398549,0.0015279376267517213
P1,char3gram,source_only,median_sweep,replace,0.05,prevalence_absolute_error,5,0.010898853072546264,0.0015013930388959305,0.009034627388995443,0.012763078756097085
P1,char3gram,source_only,median_sweep,replace,0.05,prevalence_error,5,-0.001892500503733048,0.0062185793383697195,-0.009613886588160512,0.005828885580694415
P1,char3gram,source_only,median_sweep,replace,0.05,false_positive_share,5,0.5874623825808996,0.016108811209473353,0.5674606516482352,0.6074641135135639
P1,char3gram,source_only,median_sweep,replace,0.05,prevalence_decision_error,5,0.0,0.0,0.0,0.0
P1,char3gram,source_only,median_sweep,replace,0.05,decision_regret,5,0.00050084135929938,0.0003844574461170507,2.3474389614474634e-05,0.0009782083289842853
P1,char3gram,source_only,median_sweep,replace,0.1,prevalence_absolute_error,5,0.011288920340893424,0.0006670482248394172,0.01046067057504459,0.012117170106742257
P1,char3gram,source_only,median_sweep,replace,0.1,prevalence_error,5,-0.0027298979567564946,0.005662474844740883,-0.009760789112205698,0.0043009931986927085
P1,char3gram,source_only,median_sweep,replace,0.1,false_positive_share,5,0.40297675649837733,0.01598609753198932,0.38312739472113216,0.4228261182756225
P1,char3gram,source_only,median_sweep,replace,0.1,prevalence_decision_error,5,0.59,0.1896048522585854,0.35457448106577083,0.8254255189342291
P1,char3gram,source_only,median_sweep,replace,0.1,decision_regret,5,0.0008414742409922321,0.0005170272386954796,0.000199500132613351,0.0014834483493711133
P1,char3gram,source_only,pacc,replace,0.05,prevalence_absolute_error,5,0.011431913154892026,0.0010000142579855023,0.010190231453060977,0.012673594856723076
P1,char3gram,source_only,pacc,replace,0.05,prevalence_error,5,-0.0015239925231017102,0.00584548220568943,-0.008782117330047006,0.005734132283843585
P1,char3gram,source_only,pacc,replace,0.05,false_positive_share,5,0.5874623825808996,0.016108811209473353,0.5674606516482352,0.6074641135135639
P1,char3gram,source_only,pacc,replace,0.05,prevalence_decision_error,5,0.0,0.0,0.0,0.0
P1,char3gram,source_only,pacc,replace,0.05,decision_regret,5,0.00050084135929938,0.0003844574461170507,2.3474389614474634e-05,0.0009782083289842853
