protocol,detector,calibration_policy,quantifier,contamination_mode,true_prevalence,metric,n_seeds,mean,std,ci95_low,ci95_high
P1,c2st_lr,source_only,acc,replace,0.05,prevalence_decision_error,5,0.16999999999999998,0.09746794344808965,0.04897756364154661,0.2910224363584534
P1,c2st_lr,source_only,acc,replace,0.05,decision_regret,5,0.0002535070840249321,0.0002601314616989024,-6.948878676671637e-05,0.0005765029548165806
P1,c2st_lr,source_only,acc,replace,0.1,prevalence_absolute_error,5,0.04443339490460072,0.005654533334419682,0.03741236443660872,0.051454425372592726
P1,c2st_lr,source_only,acc,replace,0.1,prevalence_error,5,-0.001946090720758254,0.023811307693006517,-0.03151173423331677,0.027619552791800263
P1,c2st_lr,source_only,acc,replace,0.1,false_positive_share,5,0.7008523552790311,0.01821502551812836,0.6782354138668083,0.7234692966912539
P1,c2st_lr,source_only,acc,replace,0.1,prevalence_decision_error,5,0.5399999999999999,0.19987496091306683,0.29182245689186026,0.7881775431081396
P1,c2st_lr,source_only,acc,replace,0.1,decision_regret,5,0.0006176388478651386,0.00030640857242832494,0.00023718235473987697,0.0009980953409904
P1,c2st_lr,source_only,cc,replace,0.05,prevalence_absolute_error,5,0.008413999999999939,0.0026706984105285916,0.0050978899335865704,0.011730110066413307
P1,c2st_lr,source_only,cc,replace,0.05,prevalence_error,5,0.007017999999999937,0.004320748777700448,0.0016530817974463718,0.012382918202553501
P1,c2st_lr,source_only,cc,replace,0.05,false_positive_share,5,0.8317081253135006,0.012185588439684317,0.8165777188510166,0.8468385317759846
P1,c2st_lr,source_only,cc,replace,0.05,prevalence_decision_error,5,0.0,0.0,0.0,0.0
P1,c2st_lr,source_only,cc,replace,0.05,decision_regret,5,0.00019856662871252012,0.00027443464938419143,-0.00014218899528750317,0.0005393222527125434
P1,c2st_lr,source_only,cc,replace,0.1,prevalence_absolute_error,5,0.03628,0.0044039981834691965,0.030811714007431525,0.041748285992568475
