seed,protocol,detector,calibration_policy,quantifier,contamination_mode,prevalence_absolute_error,prevalence_error,decision_regret
2026,P1,c2st_xgb,oracle_target,dys,append,0.005819741341042435,0.0026271787299646434,0.0010430753096375433
2026,P1,c2st_xgb,oracle_target,dys,replace,0.007063969701408563,0.001744965163379886,0.007338304165925722
2026,P1,c2st_xgb,oracle_target,emq,append,0.004876338714664862,0.0003626236942723378,0.0009996799992826198
2026,P1,c2st_xgb,oracle_target,emq,replace,0.005561526357564303,0.00028221480528674417,0.007365300473628232
2026,P1,c2st_xgb,oracle_target,hdy,append,0.00498506540941689,0.0024661867091288975,0.0009996799992826198
2026,P1,c2st_xgb,oracle_target,hdy,replace,0.006008342402342013,0.0019065534535753804,0.007338304165925722
2026,P1,c2st_xgb,oracle_target,kdey,append,0.005030273257453225,0.0021615035302942056,0.0010430753096375433
2026,P1,c2st_xgb,oracle_target,kdey,replace,0.006620213778259382,0.001029277880427102,0.007303205763503483
2026,P1,c2st_xgb,oracle_target,median_sweep,append,0.0065066416031139785,0.0038052794294325273,0.0010430753096375433
2026,P1,c2st_xgb,oracle_target,median_sweep,replace,0.0075415004871584885,0.00257072902788999,0.007330202071205992
2026,P1,c2st_xgb,oracle_target,pacc,append,0.0073719729614431925,0.00517300413595882,0.0010430753096375433
2026,P1,c2st_xgb,oracle_target,pacc,replace,0.008356241709703718,0.003830400336658037,0.007303205763503483
2026,P1,c2st_xgb,oracle_target,pcc,append,0.11286227881838774,0.08337174721162084,0.0010903001673978766
2026,P1,c2st_xgb,oracle_target,pcc,replace,0.12263009727778153,0.04610782752534304,0.00757565070748814
2026,P1,c2st_xgb,source_only,acc,append,0.0058568783316240635,-0.0017775549819884836,0.0008110981404651433
2026,P1,c2st_xgb,source_only,acc,replace,0.007533444084602726,-0.002469700931590055,0.007389718842101732
2026,P1,c2st_xgb,source_only,cc,append,0.055973449249971476,-0.020488646899065748,0.0010430753096375433
2026,P1,c2st_xgb,source_only,cc,replace,0.07687428571428569,-0.04624,0.007303205763503483
2026,P1,c2st_xgb,source_only,dys,append,0.005819741341042435,0.0026271787299646434,0.0010430753096375433
2026,P1,c2st_xgb,source_only,dys,replace,0.007063969701408563,0.001744965163379886,0.007338304165925722
2026,P1,c2st_xgb,source_only,emq,append,0.004876338714664862,0.0003626236942723378,0.0009996799992826198
2026,P1,c2st_xgb,source_only,emq,replace,0.005561526357564303,0.00028221480528674417,0.007365300473628232
2026,P1,c2st_xgb,source_only,hdy,append,0.00498506540941689,0.0024661867091288975,0.0009996799992826198
2026,P1,c2st_xgb,source_only,hdy,replace,0.006008342402342013,0.0019065534535753804,0.007338304165925722
2026,P1,c2st_xgb,source_only,kdey,append,0.005030273257453225,0.0021615035302942056,0.0010430753096375433
2026,P1,c2st_xgb,source_only,kdey,replace,0.006620213778259382,0.001029277880427102,0.007303205763503483
2026,P1,c2st_xgb,source_only,median_sweep,append,0.0065066416031139785,0.0038052794294325273,0.0010430753096375433
2026,P1,c2st_xgb,source_only,median_sweep,replace,0.0075415004871584885,0.00257072902788999,0.007330202071205992
2026,P1,c2st_xgb,source_only,pacc,append,0.0073719729614431925,0.00517300413595882,0.0010430753096375433
2026,P1,c2st_xgb,source_only,pacc,replace,0.008356241709703718,0.003830400336658037,0.007303205763503483
2026,P1,c2st_xgb,source_only,pcc,append,0.11286227881838774,0.08337174721162084,0.0010903001673978766
2026,P1,c2st_xgb,source_only,pcc,replace,0.12263009727778153,0.04610782752534304,0.00757565070748814
2026,P1,c2st_xgb,target_real_anchor,acc,append,0.006624495570071049,0.0010569531710278477,0.0011113159763299733
2026,P1,c2st_xgb,target_real_anchor,acc,replace,0.008416987698412655,-0.00012793849206349598,0.008969050878833052
2026,P1,c2st_xgb,target_real_anchor,cc,append,0.05815989128226825,0.0008706577238786922,0.0012784150082390834
2026,P1,c2st_xgb,target_real_anchor,cc,replace,0.07565999999999996,-0.024782857142857138,0.009189040363723174
2026,P1,c2st_xgb,target_real_anchor,dys,append,0.005819741341042435,0.0026271787299646434,0.0011709635122590734
2026,P1,c2st_xgb,target_real_anchor,dys,replace,0.007063969701408563,0.001744965163379886,0.008984150237174372
2026,P1,c2st_xgb,target_real_anchor,emq,append,0.004876338714664862,0.0003626236942723378,0.0011255506842466634
2026,P1,c2st_xgb,target_real_anchor,emq,replace,0.005561526357564303,0.00028221480528674417,0.00900001817367092
2026,P1,c2st_xgb,target_real_anchor,hdy,append,0.00498506540941689,0.0024661867091288975,0.0011255506842466634
2026,P1,c2st_xgb,target_real_anchor,hdy,replace,0.006008342402342013,0.0019065534535753804,0.008984150237174372
2026,P1,c2st_xgb,target_real_anchor,kdey,append,0.005030273257453225,0.0021615035302942056,0.0011709635122590734
2026,P1,c2st_xgb,target_real_anchor,kdey,replace,0.006620213778259382,0.001029277880427102,0.008953182942336503
2026,P1,c2st_xgb,target_real_anchor,median_sweep,append,0.0065066416031139785,0.0038052794294325273,0.0011709635122590734
2026,P1,c2st_xgb,target_real_anchor,median_sweep,replace,0.0075415004871584885,0.00257072902788999,0.008969050878833052
2026,P1,c2st_xgb,target_real_anchor,pacc,append,0.0073719729614431925,0.00517300413595882,0.0011709635122590734
2026,P1,c2st_xgb,target_real_anchor,pacc,replace,0.008356241709703718,0.003830400336658037,0.008953182942336503
2026,P1,c2st_xgb,target_real_anchor,pcc,append,0.11286227881838774,0.08337174721162084,0.0013705296338784034
2026,P1,c2st_xgb,target_real_anchor,pcc,replace,0.12263009727778153,0.04610782752534304,0.009297970305182332
2026,P1,char3gram,oracle_target,acc,append,0.014746274673338581,0.013236942870204237,0.00108960898079298
2026,P1,char3gram,oracle_target,acc,replace,0.013733976596782042,0.011156084836665062,0.00413069127120182
2026,P1,char3gram,oracle_target,cc,append,0.08478310579799785,-0.047740114382047144,0.00108960898079298
2026,P1,char3gram,oracle_target,cc,replace,0.11854571428571424,-0.08659714285714284,0.004109058998541038
2026,P1,char3gram,oracle_target,dys,append,0.010140486308891472,0.006619393915016963,0.00104180502074207
2026,P1,char3gram,oracle_target,dys,replace,0.010516179204772587,0.005244486984507052,0.004181609573985903
2026,P1,char3gram,oracle_target,emq,append,0.007769878029066052,-0.0001714932013807372,0.0010606165048261966
2026,P1,char3gram,oracle_target,emq,replace,0.00875438862682728,-0.0007811193211145957,0.004181609573985903
2026,P1,char3gram,oracle_target,hdy,append,0.008840342835861686,0.006732960436060454,0.00108960898079298
2026,P1,char3gram,oracle_target,hdy,replace,0.008831224036680463,0.005537995505104736,0.00413069127120182
2026,P1,char3gram,oracle_target,kdey,append,0.008129612323619273,0.005443924684442996,0.00108960898079298
2026,P1,char3gram,oracle_target,kdey,replace,0.008306320838712173,0.004427686325804394,0.004181609573985903
2026,P1,char3gram,oracle_target,median_sweep,append,0.009916028507090517,0.0069672682093294925,0.00108960898079298
2026,P1,char3gram,oracle_target,median_sweep,replace,0.010202013641694867,0.005571653294039653,0.00413069127120182
2026,P1,char3gram,oracle_target,pacc,append,0.010069006124988024,0.006979653330622237,0.00108960898079298
2026,P1,char3gram,oracle_target,pacc,replace,0.01019825766888415,0.005365388261906117,0.00413069127120182
2026,P1,char3gram,oracle_target,pcc,append,0.15453394906848406,0.11450364515287496,0.0013499434814844393
2026,P1,char3gram,oracle_target,pcc,replace,0.16747660878492865,0.06338002928588439,0.004556835834187878
2026,P1,char3gram,source_only,acc,append,0.014746274673338581,0.013236942870204237,0.00108960898079298
2026,P1,char3gram,source_only,acc,replace,0.013733976596782042,0.011156084836665062,0.00413069127120182
2026,P1,char3gram,source_only,cc,append,0.08478310579799785,-0.047740114382047144,0.00108960898079298
2026,P1,char3gram,source_only,cc,replace,0.11854571428571424,-0.08659714285714284,0.004109058998541038
2026,P1,char3gram,source_only,dys,append,0.010140486308891472,0.006619393915016963,0.00104180502074207
2026,P1,char3gram,source_only,dys,replace,0.010516179204772587,0.005244486984507052,0.004181609573985903
2026,P1,char3gram,source_only,emq,append,0.007769878029066052,-0.0001714932013807372,0.0010606165048261966
2026,P1,char3gram,source_only,emq,replace,0.00875438862682728,-0.0007811193211145957,0.004181609573985903
2026,P1,char3gram,source_only,hdy,append,0.008840342835861686,0.006732960436060454,0.00108960898079298
2026,P1,char3gram,source_only,hdy,replace,0.008831224036680463,0.005537995505104736,0.00413069127120182
2026,P1,char3gram,source_only,kdey,append,0.008129612323619273,0.005443924684442996,0.00108960898079298
2026,P1,char3gram,source_only,kdey,replace,0.008306320838712173,0.004427686325804394,0.004181609573985903
2026,P1,char3gram,source_only,median_sweep,append,0.009916028507090517,0.0069672682093294925,0.00108960898079298
2026,P1,char3gram,source_only,median_sweep,replace,0.010202013641694867,0.005571653294039653,0.00413069127120182
2026,P1,char3gram,source_only,pacc,append,0.010069006124988024,0.006979653330622237,0.00108960898079298
2026,P1,char3gram,source_only,pacc,replace,0.01019825766888415,0.005365388261906117,0.00413069127120182
2026,P1,char3gram,source_only,pcc,append,0.15453394906848406,0.11450364515287496,0.0013499434814844393
2026,P1,char3gram,source_only,pcc,replace,0.16747660878492865,0.06338002928588439,0.004556835834187878
2026,P1,char3gram,target_real_anchor,acc,append,0.015008549427947158,0.013586929648958785,0.0010744028754856943
2026,P1,char3gram,target_real_anchor,acc,replace,0.01390192723744843,0.011321933058452579,0.00400363569491508
2026,P1,char3gram,target_real_anchor,cc,append,0.08422632594079611,-0.045126672308766255,0.0010744028754856943
2026,P1,char3gram,target_real_anchor,cc,replace,0.11744571428571425,-0.08379142857142856,0.003988184071585949
2026,P1,char3gram,target_real_anchor,dys,append,0.010140486308891472,0.006619393915016963,0.0010265989154347843
2026,P1,char3gram,target_real_anchor,dys,replace,0.010516179204772587,0.005244486984507052,0.0040557869251565196
2026,P1,char3gram,target_real_anchor,emq,append,0.007769878029066052,-0.0001714932013807372,0.0010423467615945843
2026,P1,char3gram,target_real_anchor,emq,replace,0.00875438862682728,-0.0007811193211145957,0.0040557869251565196
2026,P1,char3gram,target_real_anchor,hdy,append,0.008840342835861686,0.006732960436060454,0.0010744028754856943
2026,P1,char3gram,target_real_anchor,hdy,replace,0.008831224036680463,0.005537995505104736,0.00400363569491508
2026,P1,char3gram,target_real_anchor,kdey,append,0.008129612323619273,0.005443924684442996,0.0010744028754856943
2026,P1,char3gram,target_real_anchor,kdey,replace,0.008306320838712173,0.004427686325804394,0.0040557869251565196
2026,P1,char3gram,target_real_anchor,median_sweep,append,0.009916028507090517,0.0069672682093294925,0.0010744028754856943
2026,P1,char3gram,target_real_anchor,median_sweep,replace,0.010202013641694867,0.005571653294039653,0.00400363569491508
2026,P1,char3gram,target_real_anchor,pacc,append,0.010069006124988024,0.006979653330622237,0.0010744028754856943
2026,P1,char3gram,target_real_anchor,pacc,replace,0.01019825766888415,0.005365388261906117,0.00400363569491508
2026,P1,char3gram,target_real_anchor,pcc,append,0.15453394906848406,0.11450364515287496,0.0013343824425152034
2026,P1,char3gram,target_real_anchor,pcc,replace,0.16747660878492865,0.06338002928588439,0.004421005657295574
2026,P1,column_positional_ablation,oracle_target,acc,append,0.007413101600174411,0.003587156590872263,0.001037676581831876
2026,P1,column_positional_ablation,oracle_target,acc,replace,0.00859067798731638,0.002712917640186859,0.0036879902537884676
2026,P1,column_positional_ablation,oracle_target,cc,append,0.06301389625149738,-0.024855939332398564,0.001037676581831876
2026,P1,column_positional_ablation,oracle_target,cc,replace,0.0866428571428571,-0.05359428571428571,0.003794454340332914
2026,P1,column_positional_ablation,oracle_target,dys,append,0.005782427446177635,0.00104803267099616,0.001074197387576116
2026,P1,column_positional_ablation,oracle_target,dys,replace,0.00744813367084894,0.0002605170337921818,0.0036879902537884676
2026,P1,column_positional_ablation,oracle_target,emq,append,0.006399313953601875,0.0005275159381350546,0.0010567495959827062
2026,P1,column_positional_ablation,oracle_target,emq,replace,0.007051557528479532,0.0002117665845527081,0.00371854123545892
2026,P1,column_positional_ablation,oracle_target,hdy,append,0.006140938729384024,0.0033417573397917983,0.001074197387576116
2026,P1,column_positional_ablation,oracle_target,hdy,replace,0.006801907240196633,0.0026782390476539535,0.0036879902537884676
2026,P1,column_positional_ablation,oracle_target,kdey,append,0.007100522821675386,-0.005230433208394951,0.0010147927009946961
2026,P1,column_positional_ablation,oracle_target,kdey,replace,0.008654629484767983,-0.006183866431802633,0.00371854123545892
2026,P1,column_positional_ablation,oracle_target,median_sweep,append,0.007187728642133989,0.004339538649877669,0.001037676581831876
2026,P1,column_positional_ablation,oracle_target,median_sweep,replace,0.008210669695491318,0.003339328175934017,0.0036879902537884676
2026,P1,column_positional_ablation,oracle_target,pacc,append,0.00811641472443979,0.006005199584647745,0.001037676581831876
2026,P1,column_positional_ablation,oracle_target,pacc,replace,0.008850236454797737,0.004649916797196649,0.0036879902537884676
2026,P1,column_positional_ablation,oracle_target,pcc,append,0.13157533954095119,0.09762102123108125,0.001145539053631
2026,P1,column_positional_ablation,oracle_target,pcc,replace,0.14282478494512374,0.054233357227378994,0.004078315872331746
2026,P1,column_positional_ablation,source_only,acc,append,0.007413101600174411,0.003587156590872263,0.001037676581831876
2026,P1,column_positional_ablation,source_only,acc,replace,0.00859067798731638,0.002712917640186859,0.0036879902537884676
2026,P1,column_positional_ablation,source_only,cc,append,0.06301389625149738,-0.024855939332398564,0.001037676581831876
2026,P1,column_positional_ablation,source_only,cc,replace,0.0866428571428571,-0.05359428571428571,0.003794454340332914
2026,P1,column_positional_ablation,source_only,dys,append,0.005782427446177635,0.00104803267099616,0.001074197387576116
2026,P1,column_positional_ablation,source_only,dys,replace,0.00744813367084894,0.0002605170337921818,0.0036879902537884676
2026,P1,column_positional_ablation,source_only,emq,append,0.006399313953601875,0.0005275159381350546,0.0010567495959827062
2026,P1,column_positional_ablation,source_only,emq,replace,0.007051557528479532,0.0002117665845527081,0.00371854123545892
2026,P1,column_positional_ablation,source_only,hdy,append,0.006140938729384024,0.0033417573397917983,0.001074197387576116
2026,P1,column_positional_ablation,source_only,hdy,replace,0.006801907240196633,0.0026782390476539535,0.0036879902537884676
2026,P1,column_positional_ablation,source_only,kdey,append,0.007100522821675386,-0.005230433208394951,0.0010147927009946961
2026,P1,column_positional_ablation,source_only,kdey,replace,0.008654629484767983,-0.006183866431802633,0.00371854123545892
2026,P1,column_positional_ablation,source_only,median_sweep,append,0.007187728642133989,0.004339538649877669,0.001037676581831876
2026,P1,column_positional_ablation,source_only,median_sweep,replace,0.008210669695491318,0.003339328175934017,0.0036879902537884676
2026,P1,column_positional_ablation,source_only,pacc,append,0.00811641472443979,0.006005199584647745,0.001037676581831876
2026,P1,column_positional_ablation,source_only,pacc,replace,0.008850236454797737,0.004649916797196649,0.0036879902537884676
2026,P1,column_positional_ablation,source_only,pcc,append,0.13157533954095119,0.09762102123108125,0.001145539053631
2026,P1,column_positional_ablation,source_only,pcc,replace,0.14282478494512374,0.054233357227378994,0.004078315872331746
2026,P1,column_positional_ablation,target_real_anchor,acc,append,0.00751815934678264,0.0037593663534078886,0.001070087629384935
2026,P1,column_positional_ablation,target_real_anchor,acc,replace,0.008666649153531769,0.0030092711200066383,0.0036856044590982875
2026,P1,column_positional_ablation,target_real_anchor,cc,append,0.06293404663563448,-0.02565335333935924,0.001070087629384935
2026,P1,column_positional_ablation,target_real_anchor,cc,replace,0.08665142857142853,-0.054259999999999996,0.003788770064393202
2026,P1,column_positional_ablation,target_real_anchor,dys,append,0.005782427446177635,0.00104803267099616,0.001103283267138145
2026,P1,column_positional_ablation,target_real_anchor,dys,replace,0.00744813367084894,0.0002605170337921818,0.0036856044590982875
2026,P1,column_positional_ablation,target_real_anchor,emq,append,0.006399313953601875,0.0005275159381350546,0.0010847146324016884
2026,P1,column_positional_ablation,target_real_anchor,emq,replace,0.007051557528479532,0.0002117665845527081,0.003716171452813636
2026,P1,column_positional_ablation,target_real_anchor,hdy,append,0.006140938729384024,0.0033417573397917983,0.001103283267138145
2026,P1,column_positional_ablation,target_real_anchor,hdy,replace,0.006801907240196633,0.0026782390476539535,0.0036856044590982875
2026,P1,column_positional_ablation,target_real_anchor,kdey,append,0.007100522821675386,-0.005230433208394951,0.0010421786351230984
2026,P1,column_positional_ablation,target_real_anchor,kdey,replace,0.008654629484767983,-0.006183866431802633,0.003716171452813636
2026,P1,column_positional_ablation,target_real_anchor,median_sweep,append,0.007187728642133989,0.004339538649877669,0.001070087629384935
2026,P1,column_positional_ablation,target_real_anchor,median_sweep,replace,0.008210669695491318,0.003339328175934017,0.0036856044590982875
2026,P1,column_positional_ablation,target_real_anchor,pacc,append,0.00811641472443979,0.006005199584647745,0.001070087629384935
2026,P1,column_positional_ablation,target_real_anchor,pacc,replace,0.008850236454797737,0.004649916797196649,0.0036856044590982875
2026,P1,column_positional_ablation,target_real_anchor,pcc,append,0.13157533954095119,0.09762102123108125,0.0011739524273071899
2026,P1,column_positional_ablation,target_real_anchor,pcc,replace,0.14282478494512374,0.054233357227378994,0.004069669368085398
2026,P1,datum_transformer,oracle_target,acc,append,0.012919962284418654,0.009916826372106158,0.0012280704703972899
2026,P1,datum_transformer,oracle_target,acc,replace,0.014944288615920254,0.007689774639713664,0.004375131148655232
2026,P1,datum_transformer,oracle_target,cc,append,0.08824769115466696,-0.04827311904788365,0.0013803370113800665
2026,P1,datum_transformer,oracle_target,cc,replace,0.12271857142857137,-0.08823857142857142,0.004375131148655232
2026,P1,datum_transformer,oracle_target,dys,append,0.008390843373569094,0.004906636739099943,0.0012280704703972899
2026,P1,datum_transformer,oracle_target,dys,replace,0.010031456012689694,0.004008154828232448,0.004301587826426527
2026,P1,datum_transformer,oracle_target,emq,append,0.0078652712355597,0.0037026454270045303,0.0012280704703972899
2026,P1,datum_transformer,oracle_target,emq,replace,0.009268202115567946,0.0030741743451481542,0.004301587826426527
2026,P1,datum_transformer,oracle_target,hdy,append,0.007966679190821226,0.004017541332357655,0.0012280704703972899
2026,P1,datum_transformer,oracle_target,hdy,replace,0.009578311047622457,0.002631384326372135,0.004301587826426527
2026,P1,datum_transformer,oracle_target,kdey,append,0.12423312317757902,-0.12409043277547066,0.00067343992178007
2026,P1,datum_transformer,oracle_target,kdey,replace,0.1528785472676947,-0.15275624120874468,0.004162090891252018
2026,P1,datum_transformer,oracle_target,median_sweep,append,0.008256643839859438,0.004653848263022696,0.0012280704703972899
2026,P1,datum_transformer,oracle_target,median_sweep,replace,0.009911381839651833,0.00379710995166713,0.004301587826426527
2026,P1,datum_transformer,oracle_target,pacc,append,0.008303636926529072,0.00479167913941705,0.0012280704703972899
2026,P1,datum_transformer,oracle_target,pacc,replace,0.009921685956402502,0.00389771074688522,0.004301587826426527
2026,P1,datum_transformer,oracle_target,pcc,append,0.17926964892523212,0.13202335054095513,0.0022075566123860566
2026,P1,datum_transformer,oracle_target,pcc,replace,0.1948518884821356,0.0727310771949781,0.005070838487543827
2026,P1,datum_transformer,source_only,acc,append,0.012919962284418654,0.009916826372106158,0.0012280704703972899
2026,P1,datum_transformer,source_only,acc,replace,0.014944288615920254,0.007689774639713664,0.004375131148655232
2026,P1,datum_transformer,source_only,cc,append,0.08824769115466696,-0.04827311904788365,0.0013803370113800665
2026,P1,datum_transformer,source_only,cc,replace,0.12271857142857137,-0.08823857142857142,0.004375131148655232
2026,P1,datum_transformer,source_only,dys,append,0.008390843373569094,0.004906636739099943,0.0012280704703972899
2026,P1,datum_transformer,source_only,dys,replace,0.010031456012689694,0.004008154828232448,0.004301587826426527
2026,P1,datum_transformer,source_only,emq,append,0.0078652712355597,0.0037026454270045303,0.0012280704703972899
2026,P1,datum_transformer,source_only,emq,replace,0.009268202115567946,0.0030741743451481542,0.004301587826426527
2026,P1,datum_transformer,source_only,hdy,append,0.007966679190821226,0.004017541332357655,0.0012280704703972899
2026,P1,datum_transformer,source_only,hdy,replace,0.009578311047622457,0.002631384326372135,0.004301587826426527
2026,P1,datum_transformer,source_only,kdey,append,0.12423312317757902,-0.12409043277547066,0.00067343992178007
2026,P1,datum_transformer,source_only,kdey,replace,0.1528785472676947,-0.15275624120874468,0.004162090891252018
2026,P1,datum_transformer,source_only,median_sweep,append,0.008256643839859438,0.004653848263022696,0.0012280704703972899
2026,P1,datum_transformer,source_only,median_sweep,replace,0.009911381839651833,0.00379710995166713,0.004301587826426527
2026,P1,datum_transformer,source_only,pacc,append,0.008303636926529072,0.00479167913941705,0.0012280704703972899
2026,P1,datum_transformer,source_only,pacc,replace,0.009921685956402502,0.00389771074688522,0.004301587826426527
2026,P1,datum_transformer,source_only,pcc,append,0.17926964892523212,0.13202335054095513,0.0022075566123860566
2026,P1,datum_transformer,source_only,pcc,replace,0.1948518884821356,0.0727310771949781,0.005070838487543827
2026,P1,datum_transformer,target_real_anchor,acc,append,0.012828292345988214,0.00983678121534634,0.0012133127023471865
2026,P1,datum_transformer,target_real_anchor,acc,replace,0.014840353635527985,0.007651407769338627,0.004374346558455099
2026,P1,datum_transformer,target_real_anchor,cc,append,0.08822145063709722,-0.04838270477675622,0.0013655792433299632
2026,P1,datum_transformer,target_real_anchor,cc,replace,0.12269142857142853,-0.08832857142857141,0.004374346558455099
2026,P1,datum_transformer,target_real_anchor,dys,append,0.008390843373569094,0.004906636739099943,0.0012133127023471865
2026,P1,datum_transformer,target_real_anchor,dys,replace,0.010031456012689694,0.004008154828232448,0.004300803236226394
