seed,protocol,detector,calibration_policy,contamination_mode,true_prevalence,contaminated_utility_delta,detector_cleanup_delta,oracle_cleanup_delta,decision_regret
2026,P1,c2st_lr,target_real_anchor,append,0.2498124531132783,-0.0014377054995850201,-0.0030004970939339,-0.00233606127873626,0.0015772504708941397
2026,P1,c2st_lr,target_real_anchor,append,0.5,0.00143008376621228,0.0011480796314220002,0.00091763428121174,0.0007616129156996401
2026,P1,c2st_lr,target_real_anchor,append,0.75,0.00296597512512804,0.00145743233890252,0.0006700400309128799,0.0015593169806055
2026,P1,c2st_lr,target_real_anchor,replace,0.0,1.3225949088019936e-05,-0.0006880856055159399,1.3225949088019936e-05,9.000370438656e-05
2026,P1,c2st_lr,target_real_anchor,replace,0.05,0.00013920871836632003,-0.00057387168923952,3.384946291999898e-05,0.0
2026,P1,c2st_lr,target_real_anchor,replace,0.1,0.00046582241024993994,-0.0004930588986257797,0.0016783505223969797,0.00020511429517733386
2026,P1,c2st_lr,target_real_anchor,replace,0.25,-0.0040113855246470195,-0.00550412442255558,-0.00535370727275882,0.0020420641223153
2026,P1,c2st_lr,target_real_anchor,replace,0.5,-0.004276577012291642,-0.00492072556660018,-0.0054329508829721,0.000798376570791659
2026,P1,c2st_lr,target_real_anchor,replace,0.75,-0.00435626895976238,-0.00569085689018706,-0.013026775261422699,0.00201561222413936
2026,P1,c2st_lr,target_real_anchor,replace,1.0,-0.00977969267601864,-0.012190065855138819,,0.00312177232201138
2026,P1,c2st_xgb,oracle_target,append,0.0,1.3225949088019936e-05,-0.00057050915981034,1.3225949088019936e-05,5.043794143702001e-05
2026,P1,c2st_xgb,oracle_target,append,0.050332383665717,-4.8196255150997465e-06,0.00029556633682126,0.00019760464611897995,0.00049193805548284
2026,P1,c2st_xgb,oracle_target,append,0.0999099909990999,0.0021619943386213003,0.0006029015266445202,0.0013623848403723719,0.0015590928119768
2026,P1,c2st_xgb,oracle_target,append,0.2498124531132783,-0.0014377054995850201,-0.00284615699313648,-0.00233606127873626,0.00164741525164884
2026,P1,c2st_xgb,oracle_target,append,0.5,0.00143008376621228,0.00056860372646724,0.00091763428121174,0.00093590402444326
2026,P1,c2st_xgb,oracle_target,append,0.75,0.00296597512512804,0.00142122910538218,0.0006700400309128799,0.0015736637728364998
2026,P1,c2st_xgb,oracle_target,replace,0.0,1.3225949088019936e-05,-0.00057050915981034,1.3225949088019936e-05,5.043794143702001e-05
2026,P1,c2st_xgb,oracle_target,replace,0.05,0.00013920871836632003,-0.0011841707806279202,3.384946291999898e-05,0.00015904764199822
2026,P1,c2st_xgb,oracle_target,replace,0.1,0.00046582241024993994,0.00047008161419358,0.0016783505223969797,0.0006013323462440801
2026,P1,c2st_xgb,oracle_target,replace,0.25,-0.0040113855246470195,-0.00583163478895358,-0.00535370727275882,0.0019873669769346603
2026,P1,c2st_xgb,oracle_target,replace,0.5,-0.004276577012291642,-0.0043990851678265604,-0.0054329508829721,0.0012848224948735
2026,P1,c2st_xgb,oracle_target,replace,0.75,-0.00435626895976238,-0.011150483839963778,-0.013026775261422699,0.007706693282955099
2026,P1,c2st_xgb,oracle_target,replace,1.0,-0.00977969267601864,-0.04911243233610048,,0.0393327396600818
2026,P1,c2st_xgb,source_only,append,0.0,1.3225949088019936e-05,-0.00057050915981034,1.3225949088019936e-05,5.043794143702001e-05
2026,P1,c2st_xgb,source_only,append,0.050332383665717,-4.8196255150997465e-06,0.00029556633682126,0.00019760464611897995,0.00049193805548284
2026,P1,c2st_xgb,source_only,append,0.0999099909990999,0.0021619943386213003,0.0006029015266445202,0.0013623848403723719,0.0015590928119768
2026,P1,c2st_xgb,source_only,append,0.2498124531132783,-0.0014377054995850201,-0.00284615699313648,-0.00233606127873626,0.00164741525164884
2026,P1,c2st_xgb,source_only,append,0.5,0.00143008376621228,0.00056860372646724,0.00091763428121174,0.00093590402444326
2026,P1,c2st_xgb,source_only,append,0.75,0.00296597512512804,0.00142122910538218,0.0006700400309128799,0.0015736637728364998
2026,P1,c2st_xgb,source_only,replace,0.0,1.3225949088019936e-05,-0.00057050915981034,1.3225949088019936e-05,5.043794143702001e-05
2026,P1,c2st_xgb,source_only,replace,0.05,0.00013920871836632003,-0.0011841707806279202,3.384946291999898e-05,0.00015904764199822
2026,P1,c2st_xgb,source_only,replace,0.1,0.00046582241024993994,0.00047008161419358,0.0016783505223969797,0.0006013323462440801
2026,P1,c2st_xgb,source_only,replace,0.25,-0.0040113855246470195,-0.00583163478895358,-0.00535370727275882,0.0019873669769346603
2026,P1,c2st_xgb,source_only,replace,0.5,-0.004276577012291642,-0.0043990851678265604,-0.0054329508829721,0.0012848224948735
2026,P1,c2st_xgb,source_only,replace,0.75,-0.00435626895976238,-0.011150483839963778,-0.013026775261422699,0.007706693282955099
2026,P1,c2st_xgb,source_only,replace,1.0,-0.00977969267601864,-0.04911243233610048,,0.0393327396600818
2026,P1,c2st_xgb,target_real_anchor,append,0.0,1.3225949088019936e-05,-0.0005394618047478999,1.3225949088019936e-05,5.2791712037459996e-05
2026,P1,c2st_xgb,target_real_anchor,append,0.050332383665717,-4.8196255150997465e-06,-0.0006495286013951604,0.00019760464611897995,0.00029153130150622
2026,P1,c2st_xgb,target_real_anchor,append,0.0999099909990999,0.0021619943386213003,0.000212287691293,0.0013623848403723719,0.0019497066473283201
2026,P1,c2st_xgb,target_real_anchor,append,0.2498124531132783,-0.0014377054995850201,-0.0028961465973163054,-0.00233606127873626,0.0016077374043849998
2026,P1,c2st_xgb,target_real_anchor,append,0.5,0.00143008376621228,0.00019951007946226,0.00091763428121174,0.00123057368674998
2026,P1,c2st_xgb,target_real_anchor,append,0.75,0.00296597512512804,0.00107253480358058,0.0006700400309128799,0.0018934403215474598
2026,P1,c2st_xgb,target_real_anchor,replace,0.0,1.3225949088019936e-05,-0.0005394618047478999,1.3225949088019936e-05,5.2791712037459996e-05
2026,P1,c2st_xgb,target_real_anchor,replace,0.05,0.00013920871836632003,-0.0017216150677185002,3.384946291999898e-05,3.721199234912e-05
2026,P1,c2st_xgb,target_real_anchor,replace,0.1,0.00046582241024993994,0.00023638581886845992,0.0016783505223969797,0.0005572832107223833
2026,P1,c2st_xgb,target_real_anchor,replace,0.25,-0.0040113855246470195,-0.00620184927910164,-0.00535370727275882,0.0021904637544546
2026,P1,c2st_xgb,target_real_anchor,replace,0.5,-0.004276577012291642,-0.00567527717049864,-0.0054329508829721,0.00224022919000582
2026,P1,c2st_xgb,target_real_anchor,replace,0.75,-0.00435626895976238,-0.01197632106776008,-0.013026775261422699,0.008046196670983741
2026,P1,c2st_xgb,target_real_anchor,replace,1.0,-0.00977969267601864,-0.05932779674182107,,0.0495481040658024
2026,P1,char3gram,oracle_target,append,0.0,1.3225949088019936e-05,-0.0015166128568554096,1.3225949088019936e-05,4.617873749348e-05
2026,P1,char3gram,oracle_target,append,0.050332383665717,-4.8196255150997465e-06,-3.6987823720500016e-05,0.00019760464611897995,0.00041437570998405996
2026,P1,char3gram,oracle_target,append,0.0999099909990999,0.0021619943386213003,0.0006291292561917599,0.0013623848403723719,0.0015855447101526803
2026,P1,char3gram,oracle_target,append,0.2498124531132783,-0.0014377054995850201,-0.0031661577104760397,-0.00233606127873626,0.00172845221089096
2026,P1,char3gram,oracle_target,append,0.5,0.00143008376621228,0.0003752582842918198,0.00091763428121174,0.00155528194529046
2026,P1,char3gram,oracle_target,append,0.75,0.00296597512512804,0.00175815455418174,0.0006700400309128799,0.00120782057094624
2026,P1,char3gram,oracle_target,replace,0.0,1.3225949088019936e-05,-0.0015166128568554096,1.3225949088019936e-05,4.617873749348e-05
2026,P1,char3gram,oracle_target,replace,0.05,0.00013920871836632003,-0.001465390325218217,3.384946291999898e-05,0.0
2026,P1,char3gram,oracle_target,replace,0.1,0.00046582241024993994,0.0007276513684654361,0.0016783505223969797,0.0006619699602828601
2026,P1,char3gram,oracle_target,replace,0.25,-0.0040113855246470195,-0.0047014886478204,-0.00535370727275882,0.0011922408512579235
2026,P1,char3gram,oracle_target,replace,0.5,-0.004276577012291642,-0.0045206966488471004,-0.0054329508829721,0.00110649635081494
2026,P1,char3gram,oracle_target,replace,0.75,-0.00435626895976238,-0.01112156608687324,-0.013026775261422699,0.00691167924159262
2026,P1,char3gram,oracle_target,replace,1.0,-0.00977969267601864,-0.02877596643298962,,0.018996273756970918
2026,P1,char3gram,source_only,append,0.0,1.3225949088019936e-05,-0.0015166128568554096,1.3225949088019936e-05,4.617873749348e-05
2026,P1,char3gram,source_only,append,0.050332383665717,-4.8196255150997465e-06,-3.6987823720500016e-05,0.00019760464611897995,0.00041437570998405996
2026,P1,char3gram,source_only,append,0.0999099909990999,0.0021619943386213003,0.0006291292561917599,0.0013623848403723719,0.0015855447101526803
2026,P1,char3gram,source_only,append,0.2498124531132783,-0.0014377054995850201,-0.0031661577104760397,-0.00233606127873626,0.00172845221089096
2026,P1,char3gram,source_only,append,0.5,0.00143008376621228,0.0003752582842918198,0.00091763428121174,0.00155528194529046
2026,P1,char3gram,source_only,append,0.75,0.00296597512512804,0.00175815455418174,0.0006700400309128799,0.00120782057094624
2026,P1,char3gram,source_only,replace,0.0,1.3225949088019936e-05,-0.0015166128568554096,1.3225949088019936e-05,4.617873749348e-05
2026,P1,char3gram,source_only,replace,0.05,0.00013920871836632003,-0.001465390325218217,3.384946291999898e-05,0.0
2026,P1,char3gram,source_only,replace,0.1,0.00046582241024993994,0.0007276513684654361,0.0016783505223969797,0.0006619699602828601
2026,P1,char3gram,source_only,replace,0.25,-0.0040113855246470195,-0.0047014886478204,-0.00535370727275882,0.0011922408512579235
2026,P1,char3gram,source_only,replace,0.5,-0.004276577012291642,-0.0045206966488471004,-0.0054329508829721,0.00110649635081494
2026,P1,char3gram,source_only,replace,0.75,-0.00435626895976238,-0.01112156608687324,-0.013026775261422699,0.00691167924159262
2026,P1,char3gram,source_only,replace,1.0,-0.00977969267601864,-0.02877596643298962,,0.018996273756970918
2026,P1,char3gram,target_real_anchor,append,0.0,1.3225949088019936e-05,-0.0015439614295457683,1.3225949088019936e-05,4.606665317916e-05
2026,P1,char3gram,target_real_anchor,append,0.050332383665717,-4.8196255150997465e-06,-7.50964905842029e-06,0.00019760464611897995,0.00044060343953134586
2026,P1,char3gram,target_real_anchor,append,0.0999099909990999,0.0021619943386213003,0.0006164637286753,0.0013623848403723719,0.0016022452729841398
2026,P1,char3gram,target_real_anchor,append,0.2498124531132783,-0.0014377054995850201,-0.0031293940553841606,-0.00233606127873626,0.00169168855579914
2026,P1,char3gram,target_real_anchor,append,0.5,0.00143008376621228,0.00037794830783512005,0.00091763428121174,0.0015723187610648
2026,P1,char3gram,target_real_anchor,append,0.75,0.00296597512512804,0.0018724805547724438,0.0006700400309128799,0.0010934945703555798
2026,P1,char3gram,target_real_anchor,replace,0.0,1.3225949088019936e-05,-0.0015439614295457683,1.3225949088019936e-05,4.606665317916e-05
2026,P1,char3gram,target_real_anchor,replace,0.05,0.00013920871836632003,-0.0013333550029673972,3.384946291999898e-05,0.0
2026,P1,char3gram,target_real_anchor,replace,0.1,0.00046582241024993994,0.0006100749227599961,0.0016783505223969797,0.00070164780754668
2026,P1,char3gram,target_real_anchor,replace,0.25,-0.0040113855246470195,-0.00480113160323716,-0.00535370727275882,0.0012622935476983
2026,P1,char3gram,target_real_anchor,replace,0.5,-0.004276577012291642,-0.0046493694416686725,-0.0054329508829721,0.001199638416002
2026,P1,char3gram,target_real_anchor,replace,0.75,-0.00435626895976238,-0.01113389536144668,-0.013026775261422699,0.0069608842555723
2026,P1,char3gram,target_real_anchor,replace,1.0,-0.00977969267601864,-0.027634611860425817,,0.01785491918440712
2026,P1,column_positional_ablation,oracle_target,append,0.0,1.3225949088019936e-05,-0.0009707622461921,1.3225949088019936e-05,5.940468658116593e-06
2026,P1,column_positional_ablation,oracle_target,append,0.050332383665717,-4.8196255150997465e-06,0.00033199373897023997,0.00019760464611897995,0.00057745838729728
2026,P1,column_positional_ablation,oracle_target,append,0.0999099909990999,0.0021619943386213003,0.0009227901596697598,0.0013623848403723719,0.00145832901341698
2026,P1,column_positional_ablation,oracle_target,append,0.2498124531132783,-0.0014377054995850201,-0.00286218505008204,-0.00233606127873626,0.00142447955049696
2026,P1,column_positional_ablation,oracle_target,append,0.5,0.00143008376621228,-0.00011410183196204037,0.00091763428121174,0.0017322630775774
2026,P1,column_positional_ablation,oracle_target,append,0.75,0.00296597512512804,0.0023460367827093003,0.0006700400309128799,0.00102758899354452
2026,P1,column_positional_ablation,oracle_target,replace,0.0,1.3225949088019936e-05,-0.0009707622461921,1.3225949088019936e-05,5.940468658116593e-06
2026,P1,column_positional_ablation,oracle_target,replace,0.05,0.00013920871836632003,-0.00149128180182256,3.384946291999898e-05,0.0
2026,P1,column_positional_ablation,oracle_target,replace,0.1,0.00046582241024993994,0.0011999746689451,0.0016783505223969797,0.0
2026,P1,column_positional_ablation,oracle_target,replace,0.25,-0.0040113855246470195,-0.00493955573140332,-0.00535370727275882,0.00157209459243616
2026,P1,column_positional_ablation,oracle_target,replace,0.5,-0.004276577012291642,-0.0027785701516108,-0.0054329508829721,0.00015064131842534
2026,P1,column_positional_ablation,oracle_target,replace,0.75,-0.00435626895976238,-0.01046833870310602,-0.013026775261422699,0.006970635590916779
2026,P1,column_positional_ablation,oracle_target,replace,1.0,-0.00977969267601864,-0.0267832194089682,,0.01711661980608288
2026,P1,column_positional_ablation,source_only,append,0.0,1.3225949088019936e-05,-0.0009707622461921,1.3225949088019936e-05,5.940468658116593e-06
2026,P1,column_positional_ablation,source_only,append,0.050332383665717,-4.8196255150997465e-06,0.00033199373897023997,0.00019760464611897995,0.00057745838729728
2026,P1,column_positional_ablation,source_only,append,0.0999099909990999,0.0021619943386213003,0.0009227901596697598,0.0013623848403723719,0.00145832901341698
2026,P1,column_positional_ablation,source_only,append,0.2498124531132783,-0.0014377054995850201,-0.00286218505008204,-0.00233606127873626,0.00142447955049696
2026,P1,column_positional_ablation,source_only,append,0.5,0.00143008376621228,-0.00011410183196204037,0.00091763428121174,0.0017322630775774
2026,P1,column_positional_ablation,source_only,append,0.75,0.00296597512512804,0.0023460367827093003,0.0006700400309128799,0.00102758899354452
2026,P1,column_positional_ablation,source_only,replace,0.0,1.3225949088019936e-05,-0.0009707622461921,1.3225949088019936e-05,5.940468658116593e-06
2026,P1,column_positional_ablation,source_only,replace,0.05,0.00013920871836632003,-0.00149128180182256,3.384946291999898e-05,0.0
2026,P1,column_positional_ablation,source_only,replace,0.1,0.00046582241024993994,0.0011999746689451,0.0016783505223969797,0.0
2026,P1,column_positional_ablation,source_only,replace,0.25,-0.0040113855246470195,-0.00493955573140332,-0.00535370727275882,0.00157209459243616
2026,P1,column_positional_ablation,source_only,replace,0.5,-0.004276577012291642,-0.0027785701516108,-0.0054329508829721,0.00015064131842534
2026,P1,column_positional_ablation,source_only,replace,0.75,-0.00435626895976238,-0.01046833870310602,-0.013026775261422699,0.006970635590916779
2026,P1,column_positional_ablation,source_only,replace,1.0,-0.00977969267601864,-0.0267832194089682,,0.01711661980608288
2026,P1,column_positional_ablation,target_real_anchor,append,0.0,1.3225949088019936e-05,-0.0009642613559623399,1.3225949088019936e-05,1.0535925544630232e-05
2026,P1,column_positional_ablation,target_real_anchor,append,0.050332383665717,-4.8196255150997465e-06,0.00034947889200170006,0.00019760464611897995,0.0005756650382683399
2026,P1,column_positional_ablation,target_real_anchor,append,0.0999099909990999,0.0021619943386213003,0.0008758268319761601,0.0013623848403723719,0.00148534133316438
2026,P1,column_positional_ablation,target_real_anchor,append,0.2498124531132783,-0.0014377054995850201,-0.00301686140382236,-0.00233606127873626,0.00157915590423728
2026,P1,column_positional_ablation,target_real_anchor,append,0.5,0.00143008376621228,-0.00015064131842534005,0.00091763428121174,0.0017639829385255798
2026,P1,column_positional_ablation,target_real_anchor,append,0.75,0.00296597512512804,0.002376523716200187,0.0006700400309128799,0.0010058446365694
2026,P1,column_positional_ablation,target_real_anchor,replace,0.0,1.3225949088019936e-05,-0.0009642613559623399,1.3225949088019936e-05,1.0535925544630232e-05
2026,P1,column_positional_ablation,target_real_anchor,replace,0.05,0.00013920871836632003,-0.00147704709390588,3.384946291999898e-05,0.0
2026,P1,column_positional_ablation,target_real_anchor,replace,0.1,0.00046582241024993994,0.0012514213692108199,0.0016783505223969797,0.0
2026,P1,column_positional_ablation,target_real_anchor,replace,0.25,-0.0040113855246470195,-0.0048730897330207,-0.00535370727275882,0.0015056285940535802
2026,P1,column_positional_ablation,target_real_anchor,replace,0.5,-0.004276577012291642,-0.00273541769060352,-0.0054329508829721,0.00015064131842534
2026,P1,column_positional_ablation,target_real_anchor,replace,0.75,-0.00435626895976238,-0.01053390802697424,-0.013026775261422699,0.007015805569581581
2026,P1,column_positional_ablation,target_real_anchor,replace,1.0,-0.00977969267601864,-0.02677526142265258,,0.01711661980608288
2026,P1,datum_transformer,oracle_target,append,0.0,1.3225949088019936e-05,-0.00242404746546534,1.3225949088019936e-05,0.0
2026,P1,datum_transformer,oracle_target,append,0.050332383665717,-4.8196255150997465e-06,-0.00274012523180434,0.00019760464611897995,0.0
2026,P1,datum_transformer,oracle_target,append,0.0999099909990999,0.0021619943386213003,-0.0016113241024427402,0.0013623848403723719,0.0030689806099740203
2026,P1,datum_transformer,oracle_target,append,0.2498124531132783,-0.0014377054995850201,-0.00368522017002072,-0.00233606127873626,0.0022534551390938
2026,P1,datum_transformer,oracle_target,append,0.5,0.00143008376621228,0.00019413003237557999,0.00091763428121174,0.00151683702548396
2026,P1,datum_transformer,oracle_target,append,0.75,0.00296597512512804,0.00286184879713902,0.0006700400309128799,0.00052915004783196
2026,P1,datum_transformer,oracle_target,replace,0.0,1.3225949088019936e-05,-0.00242404746546534,1.3225949088019936e-05,0.0
2026,P1,datum_transformer,oracle_target,replace,0.05,0.00013920871836632003,-0.0022934692393005397,3.384946291999898e-05,0.0
2026,P1,datum_transformer,oracle_target,replace,0.1,0.00046582241024993994,-0.001025459391572597,0.0016783505223969797,0.0009764785462215663
2026,P1,datum_transformer,oracle_target,replace,0.25,-0.0040113855246470195,-0.00434214633615992,-0.00535370727275882,0.00161412621030044
2026,P1,datum_transformer,oracle_target,replace,0.5,-0.004276577012291642,-0.00288964570708672,-0.0054329508829721,0.0008222505297385
2026,P1,datum_transformer,oracle_target,replace,0.75,-0.00435626895976238,-0.010300996821849321,-0.013026775261422699,0.006501114398294899
2026,P1,datum_transformer,oracle_target,replace,1.0,-0.00977969267601864,-0.02985970966800064,,0.020197145100430282
2026,P1,datum_transformer,source_only,append,0.0,1.3225949088019936e-05,-0.00242404746546534,1.3225949088019936e-05,0.0
2026,P1,datum_transformer,source_only,append,0.050332383665717,-4.8196255150997465e-06,-0.00274012523180434,0.00019760464611897995,0.0
2026,P1,datum_transformer,source_only,append,0.0999099909990999,0.0021619943386213003,-0.0016113241024427402,0.0013623848403723719,0.0030689806099740203
2026,P1,datum_transformer,source_only,append,0.2498124531132783,-0.0014377054995850201,-0.00368522017002072,-0.00233606127873626,0.0022534551390938
2026,P1,datum_transformer,source_only,append,0.5,0.00143008376621228,0.00019413003237557999,0.00091763428121174,0.00151683702548396
2026,P1,datum_transformer,source_only,append,0.75,0.00296597512512804,0.00286184879713902,0.0006700400309128799,0.00052915004783196
2026,P1,datum_transformer,source_only,replace,0.0,1.3225949088019936e-05,-0.00242404746546534,1.3225949088019936e-05,0.0
2026,P1,datum_transformer,source_only,replace,0.05,0.00013920871836632003,-0.0022934692393005397,3.384946291999898e-05,0.0
2026,P1,datum_transformer,source_only,replace,0.1,0.00046582241024993994,-0.001025459391572597,0.0016783505223969797,0.0009764785462215663
2026,P1,datum_transformer,source_only,replace,0.25,-0.0040113855246470195,-0.00434214633615992,-0.00535370727275882,0.00161412621030044
2026,P1,datum_transformer,source_only,replace,0.5,-0.004276577012291642,-0.00288964570708672,-0.0054329508829721,0.0008222505297385
2026,P1,datum_transformer,source_only,replace,0.75,-0.00435626895976238,-0.010300996821849321,-0.013026775261422699,0.006501114398294899
2026,P1,datum_transformer,source_only,replace,1.0,-0.00977969267601864,-0.02985970966800064,,0.020197145100430282
2026,P1,datum_transformer,target_real_anchor,append,0.0,1.3225949088019936e-05,-0.00242404746546534,1.3225949088019936e-05,0.0
2026,P1,datum_transformer,target_real_anchor,append,0.050332383665717,-4.8196255150997465e-06,-0.00274012523180434,0.00019760464611897995,0.0
2026,P1,datum_transformer,target_real_anchor,append,0.0999099909990999,0.0021619943386213003,-0.0016113241024427402,0.0013623848403723719,0.0030689806099740203
2026,P1,datum_transformer,target_real_anchor,append,0.2498124531132783,-0.0014377054995850201,-0.00368522017002072,-0.00233606127873626,0.0022534551390938
2026,P1,datum_transformer,target_real_anchor,append,0.5,0.00143008376621228,0.00028267664067619985,0.00091763428121174,0.00142829041718334
2026,P1,datum_transformer,target_real_anchor,append,0.75,0.00296597512512804,0.00286184879713902,0.0006700400309128799,0.00052915004783196
2026,P1,datum_transformer,target_real_anchor,replace,0.0,1.3225949088019936e-05,-0.00242404746546534,1.3225949088019936e-05,0.0
2026,P1,datum_transformer,target_real_anchor,replace,0.05,0.00013920871836632003,-0.0022934692393005397,3.384946291999898e-05,0.0
2026,P1,datum_transformer,target_real_anchor,replace,0.1,0.00046582241024993994,-0.001017277236628397,0.0016783505223969797,0.0009682963912773356
2026,P1,datum_transformer,target_real_anchor,replace,0.25,-0.0040113855246470195,-0.004344836359703201,-0.00535370727275882,0.00161681623384374
2026,P1,datum_transformer,target_real_anchor,replace,0.5,-0.004276577012291642,-0.00288964570708672,-0.0054329508829721,0.0008222505297385
2026,P1,datum_transformer,target_real_anchor,replace,0.75,-0.00435626895976238,-0.010300996821849321,-0.013026775261422699,0.006501114398294899
2026,P1,datum_transformer,target_real_anchor,replace,1.0,-0.00977969267601864,-0.02985970966800064,,0.020197145100430282
2026,P1,flat_transformer,oracle_target,append,0.0,1.3225949088019936e-05,-0.00021733148543663988,1.3225949088019936e-05,0.00023066951883882251
2026,P1,flat_transformer,oracle_target,append,0.050332383665717,-4.8196255150997465e-06,0.0006374234954502399,0.00019760464611897995,0.0008662996652602196
2026,P1,flat_transformer,oracle_target,append,0.0999099909990999,0.0021619943386213003,0.0008945449124650201,0.0013623848403723719,0.0011117643135872355
2026,P1,flat_transformer,oracle_target,append,0.2498124531132783,-0.0014377054995850201,-0.0025308638169977,-0.00233606127873626,0.0010931583174126325
2026,P1,flat_transformer,oracle_target,append,0.5,0.00143008376621228,2.5331055032900077e-05,0.00091763428121174,0.0015912610101822201
2026,P1,flat_transformer,oracle_target,append,0.75,0.00296597512512804,-0.00048476465936740014,0.0006700400309128799,0.00345073978449542
2026,P1,flat_transformer,oracle_target,replace,0.0,1.3225949088019936e-05,-0.00021733148543663988,1.3225949088019936e-05,0.00023066951883882251
2026,P1,flat_transformer,oracle_target,replace,0.05,0.00013920871836632003,-0.0005070694379139534,3.384946291999898e-05,0.00033064872719858
2026,P1,flat_transformer,oracle_target,replace,0.1,0.00046582241024993994,0.0008453398984852801,0.0016783505223969797,0.0006219558600761801
2026,P1,flat_transformer,oracle_target,replace,0.25,-0.0040113855246470195,-0.00413535077626792,-0.00535370727275882,0.00123079785537866
2026,P1,flat_transformer,oracle_target,replace,0.5,-0.004276577012291642,-0.00497194809823738,-0.0054329508829721,0.0017172437794606599
2026,P1,flat_transformer,oracle_target,replace,0.75,-0.00435626895976238,-0.01140816567855,-0.013026775261422699,0.00746481533268574
2026,P1,flat_transformer,oracle_target,replace,1.0,-0.00977969267601864,-0.0256818789366113,,0.01597223895703298
2026,P1,flat_transformer,source_only,append,0.0,1.3225949088019936e-05,-0.00021733148543663988,1.3225949088019936e-05,0.00023066951883882251
2026,P1,flat_transformer,source_only,append,0.050332383665717,-4.8196255150997465e-06,0.0006374234954502399,0.00019760464611897995,0.0008662996652602196
