protocol,test_table,test_generator,contamination_mode,true_prevalence,valuation_method,metric,n_seeds,mean,std,ci95_low,ci95_high
P2,adult,TVAE,replace,0.25,knn_shapley,synthetic_negative_value_rate,5,0.1792,0.0168285471743701,0.15830459883151096,0.20009540116848903
P2,adult,TVAE,replace,0.25,knn_shapley,source_task_value_gap,5,7.839351828367507e-05,7.672701611645866e-05,-1.687565531773163e-05,0.00017366269188508177
P2,adult,TVAE,replace,0.5,data_oob,real_mean_value,5,0.8019849366819447,0.015879645250295366,0.7822677528704055,0.8217021204934839
P2,adult,TVAE,replace,0.5,data_oob,synthetic_mean_value,5,0.8083954742314123,0.013284885707729446,0.791900109927873,0.8248908385349517
P2,adult,TVAE,replace,0.5,data_oob,synthetic_negative_value_rate,5,0.0,0.0,0.0,0.0
P2,adult,TVAE,replace,0.5,data_oob,source_task_value_gap,5,-0.006410537549467632,0.01371036284396955,-0.023434201495135195,0.010613126396199931
P2,adult,TVAE,replace,0.5,knn_shapley,real_mean_value,5,0.0007762113656335462,2.936880351209728e-05,0.0007397451796422547,0.0008126775516248376
P2,adult,TVAE,replace,0.5,knn_shapley,synthetic_mean_value,5,0.0007700286343663844,9.500632108452492e-06,0.0007582320415171402,0.0007818252272156286
P2,adult,TVAE,replace,0.5,knn_shapley,synthetic_negative_value_rate,5,0.15960000000000002,0.028333725487482232,0.12441903312720494,0.1947809668727951
P2,adult,TVAE,replace,0.5,knn_shapley,source_task_value_gap,5,6.182731267161795e-06,2.2553253875763418e-05,-2.1820832112723152e-05,3.418629464704674e-05
P2,adult,TVAE,replace,0.75,data_oob,real_mean_value,5,0.7996914101003596,0.024843770392990468,0.7688437948237428,0.8305390253769764
P2,adult,TVAE,replace,0.75,data_oob,synthetic_mean_value,5,0.823225890843576,0.016313620145468093,0.8029698560285766,0.8434819256585754
P2,adult,TVAE,replace,0.75,data_oob,synthetic_negative_value_rate,5,0.0,0.0,0.0,0.0
P2,adult,TVAE,replace,0.75,data_oob,source_task_value_gap,5,-0.023534480743216513,0.032012018026532835,-0.06328265103661224,0.016213689550179218
