protocol,detector,calibration_policy,metric,n_seeds,mean,std,ci95_low,ci95_high
P2,datum_transformer,target_real_anchor,detection_auprc,5,0.8216187690878665,0.01574205004953269,0.8020724322834399,0.841165105892293
P2,datum_transformer,target_real_anchor,detection_fpr,5,0.05031525851197975,0.009168550085264019,0.03893099995537937,0.06169951706858014
P2,datum_transformer,target_real_anchor,detection_tpr,5,0.5330390920554855,0.015206771362735653,0.5141573915254607,0.5519207925855103
P2,datum_transformer,target_real_anchor,detection_ece,5,0.10420998184695551,0.050216242847987265,0.041858280977552474,0.16656168271635854
P2,flat_transformer,oracle_target,detection_auroc,5,0.7062376361415857,0.006080870315726372,0.6986872383928023,0.7137880338903692
P2,flat_transformer,oracle_target,detection_auprc,5,0.7889936749080215,0.005446506770283978,0.7822309435353868,0.7957564062806562
P2,flat_transformer,oracle_target,detection_fpr,5,0.05012610340479188,0.007802250107669974,0.04043833034111663,0.05981387646846713
P2,flat_transformer,oracle_target,detection_tpr,5,0.49823455233291297,0.004383113818774183,0.49279219770411165,0.5036769069617143
P2,flat_transformer,oracle_target,detection_ece,5,0.10012020908184738,0.02677255489724289,0.066877691526007,0.13336272663768775
P2,flat_transformer,source_only,detection_auroc,5,0.7062376361415857,0.006080870315726372,0.6986872383928023,0.7137880338903692
P2,flat_transformer,source_only,detection_auprc,5,0.7889936749080215,0.005446506770283978,0.7822309435353868,0.7957564062806562
P2,flat_transformer,source_only,detection_fpr,5,0.05050441361916767,0.007671866251200481,0.04097853349601756,0.06003029374231779
P2,flat_transformer,source_only,detection_tpr,5,0.4984237074401009,0.004391042962542301,0.49297150747894614,0.5038759074012557
P2,flat_transformer,source_only,detection_ece,5,0.17095037430123558,0.017926886333477356,0.14869120494106566,0.1932095436614055
P2,flat_transformer,target_real_anchor,detection_auroc,5,0.7062376361415857,0.006080870315726372,0.6986872383928023,0.7137880338903692
P2,flat_transformer,target_real_anchor,detection_auprc,5,0.7889936749080215,0.005446506770283978,0.7822309435353868,0.7957564062806562
