protocol,detector,calibration_policy,quantifier,contamination_mode,metric,n_seeds,mean,std,ci95_low,ci95_high
P1,c2st_lr,oracle_target,emq,append,decision_regret,5,0.0006285002866616988,0.00023418205356148206,0.0003377248617289809,0.0009192757115944166
P1,c2st_lr,oracle_target,emq,replace,prevalence_absolute_error,5,0.024586465251890746,0.0018155882601302569,0.022332114673725596,0.026840815830055896
P1,c2st_lr,oracle_target,emq,replace,prevalence_error,5,0.0005667249046402919,0.006003040915633591,-0.006887034880046097,0.00802048468932668
P1,c2st_lr,oracle_target,emq,replace,decision_regret,5,0.0006515352785086742,0.0002210788807549193,0.00037702959151210793,0.0009260409655052405
P1,c2st_lr,oracle_target,hdy,append,prevalence_absolute_error,5,0.02222518675293462,0.002206555903564819,0.019485385727454205,0.02496498777841503
P1,c2st_lr,oracle_target,hdy,append,prevalence_error,5,0.0007832769466732156,0.008929383244278494,-0.010304016753911318,0.011870570647257748
P1,c2st_lr,oracle_target,hdy,append,decision_regret,5,0.0006391758118918227,0.0002231957526015474,0.0003620416813344872,0.0009163099424491582
P1,c2st_lr,oracle_target,hdy,replace,prevalence_absolute_error,5,0.026310919429673972,0.0025642706605022913,0.02312695686887809,0.029494881990469853
P1,c2st_lr,oracle_target,hdy,replace,prevalence_error,5,-0.0020000506073278757,0.00790475738090186,-0.011815103261729194,0.007815002047073444
P1,c2st_lr,oracle_target,hdy,replace,decision_regret,5,0.0006602193408104942,0.00022091809796698824,0.0003859132920132327,0.0009345253896077556
P1,c2st_lr,oracle_target,kdey,append,prevalence_absolute_error,5,0.022339759317249436,0.001254423121209551,0.020782187289129138,0.023897331345369734
P1,c2st_lr,oracle_target,kdey,append,prevalence_error,5,-0.004486986799822304,0.007951601907910917,-0.014360204616923652,0.0053862310172790445
P1,c2st_lr,oracle_target,kdey,append,decision_regret,5,0.0006230135056504103,0.00024132850406668484,0.00032336459041043704,0.0009226624208903835
P1,c2st_lr,oracle_target,kdey,replace,prevalence_absolute_error,5,0.02547063204089592,0.001223352309425532,0.023951639521162804,0.026989624560629033
P1,c2st_lr,oracle_target,kdey,replace,prevalence_error,5,-0.005328556419903375,0.007126739794892329,-0.014177572647787257,0.003520459807980508
P1,c2st_lr,oracle_target,kdey,replace,decision_regret,5,0.000656118757244432,0.000222395957104434,0.00037997770396178766,0.0009322598105270764
P1,c2st_lr,oracle_target,median_sweep,append,prevalence_absolute_error,5,0.02439992583079513,0.0004772500307196622,0.023807341649508883,0.024992510012081377
P1,c2st_lr,oracle_target,median_sweep,append,prevalence_error,5,-0.0026308108404727946,0.008211007466534637,-0.012826123200651152,0.007564501519705563
P1,c2st_lr,oracle_target,median_sweep,append,decision_regret,5,0.0006466551593070258,0.00021294839392401336,0.0003822448050962652,0.0009110655135177864
P1,c2st_lr,oracle_target,median_sweep,replace,prevalence_absolute_error,5,0.029724278117250667,0.002410645258773409,0.02673106668699113,0.032717489547510206
P1,c2st_lr,oracle_target,median_sweep,replace,prevalence_error,5,-0.005539045373104378,0.007305434082523714,-0.01460993986462482,0.0035318491184160635
P1,c2st_lr,oracle_target,median_sweep,replace,decision_regret,5,0.000654064223805183,0.00022164062716182993,0.0003788610365190355,0.0009292674110913306
P1,c2st_lr,oracle_target,pacc,append,prevalence_absolute_error,5,0.022182789494482304,0.0017444767170150097,0.02001673555926007,0.024348843429704538
P1,c2st_lr,oracle_target,pacc,append,prevalence_error,5,-0.0003038472998282501,0.00846746607323868,-0.010817595078980518,0.010209900479324017
P1,c2st_lr,oracle_target,pacc,append,decision_regret,5,0.0006324525543252451,0.0002314610691241748,0.0003450556778080044,0.0009198494308424859
P1,c2st_lr,oracle_target,pacc,replace,prevalence_absolute_error,5,0.026296324608973715,0.002086084261233767,0.02370610888458025,0.02888654033336718
P1,c2st_lr,oracle_target,pacc,replace,prevalence_error,5,-0.0027990583783117145,0.007560865947932171,-0.012187113421103866,0.006588996664480438
P1,c2st_lr,oracle_target,pacc,replace,decision_regret,5,0.000654064223805183,0.00022164062716182993,0.0003788610365190355,0.0009292674110913306
P1,c2st_lr,oracle_target,pcc,append,prevalence_absolute_error,5,0.26947942307983996,0.0013567218382515708,0.26779483041770613,0.2711640157419738
P1,c2st_lr,oracle_target,pcc,append,prevalence_error,5,0.19613789947269988,0.0011367181813830931,0.19472647743077284,0.19754932151462692
P1,c2st_lr,oracle_target,pcc,append,decision_regret,5,0.0006941843810130411,0.0002901826981789301,0.0003338749717826347,0.0010544937902434476
P1,c2st_lr,oracle_target,pcc,replace,prevalence_absolute_error,5,0.29351688607820653,0.0015025875289497062,0.29165117723935974,0.2953825949170533
P1,c2st_lr,oracle_target,pcc,replace,prevalence_error,5,0.10564579666635368,0.0008819845104484599,0.10455066825275645,0.10674092507995091
P1,c2st_lr,oracle_target,pcc,replace,decision_regret,5,0.0007233953517385575,0.00040524921427942005,0.00022021199206743883,0.0012265787114096763
P1,c2st_lr,source_only,acc,append,prevalence_absolute_error,5,0.034067797616340156,0.0021817679313949033,0.03135877492349161,0.036776820309188704
P1,c2st_lr,source_only,acc,append,prevalence_error,5,0.00411046537709109,0.017842032631567414,-0.018043344196302928,0.02626427495048511
P1,c2st_lr,source_only,acc,append,decision_regret,5,0.0005910001685532268,0.0002565481695016141,0.00027245354267799567,0.0009095467944284579
P1,c2st_lr,source_only,acc,replace,prevalence_absolute_error,5,0.04204680950824004,0.0025057507876932628,0.03893550896669059,0.045158110049789486
P1,c2st_lr,source_only,acc,replace,prevalence_error,5,0.00039940547189868774,0.014792769060162005,-0.017968243303847005,0.018767054247644382
P1,c2st_lr,source_only,acc,replace,decision_regret,5,0.0006844705997055319,0.0002632069463655762,0.0003576560103262469,0.001011285189084817
P1,c2st_lr,source_only,cc,append,prevalence_absolute_error,5,0.20460519322716242,0.0042812822228004204,0.19928927922496134,0.2099211072293635
P1,c2st_lr,source_only,cc,append,prevalence_error,5,-0.18589630623760878,0.006229400130162236,-0.19363112810963706,-0.1781614843655805
P1,c2st_lr,source_only,cc,append,decision_regret,5,0.0004892311275647921,0.00019377390777760607,0.00024862904248608225,0.0007298332126435019
P1,c2st_lr,source_only,cc,replace,prevalence_absolute_error,5,0.29056542857142853,0.005572748506649775,0.2836459473796777,0.2974849097631794
P1,c2st_lr,source_only,cc,replace,prevalence_error,5,-0.27431571428571433,0.00701863096424402,-0.28303049567069427,-0.2656009329007344
P1,c2st_lr,source_only,cc,replace,decision_regret,5,0.0006010499241657478,0.00015950817771146262,0.0004029943624823366,0.000799105485849159
P1,c2st_lr,source_only,dys,append,prevalence_absolute_error,5,0.02724581001435778,0.0013221033215298492,0.02560420191810855,0.02888741811060701
P1,c2st_lr,source_only,dys,append,prevalence_error,5,0.00135017964609939,0.00834748008312428,-0.00901458584883899,0.011714945141037773
P1,c2st_lr,source_only,dys,append,decision_regret,5,0.000648216778654058,0.00024171599903309089,0.00034808672486481314,0.0009483468324433027
P1,c2st_lr,source_only,dys,replace,prevalence_absolute_error,5,0.03204033976970376,0.002274206876965651,0.029216538966108093,0.034864140573299424
P1,c2st_lr,source_only,dys,replace,prevalence_error,5,-0.0028223804595982915,0.0058148025281629144,-0.010042411415482412,0.004397650496285828
P1,c2st_lr,source_only,dys,replace,decision_regret,5,0.0006695857741076526,0.0002045367810620727,0.00041561981675439154,0.0009235517314609138
P1,c2st_lr,source_only,emq,append,prevalence_absolute_error,5,0.02170916083899247,0.0016644440380072965,0.019642480599973915,0.023775841078011027
P1,c2st_lr,source_only,emq,append,prevalence_error,5,0.0019898326050313483,0.007239631934530117,-0.006999357728320969,0.010979022938383666
P1,c2st_lr,source_only,emq,append,decision_regret,5,0.0006285002866616988,0.00023418205356148206,0.0003377248617289809,0.0009192757115944166
P1,c2st_lr,source_only,emq,replace,prevalence_absolute_error,5,0.024586465251890746,0.0018155882601302569,0.022332114673725596,0.026840815830055896
P1,c2st_lr,source_only,emq,replace,prevalence_error,5,0.0005667249046402919,0.006003040915633591,-0.006887034880046097,0.00802048468932668
P1,c2st_lr,source_only,emq,replace,decision_regret,5,0.0006515352785086742,0.0002210788807549193,0.00037702959151210793,0.0009260409655052405
P1,c2st_lr,source_only,hdy,append,prevalence_absolute_error,5,0.02222518675293462,0.002206555903564819,0.019485385727454205,0.02496498777841503
