protocol,detector,calibration_policy,quantifier,contamination_mode,metric,n_seeds,mean,std,ci95_low,ci95_high
P1,datum_transformer,target_real_anchor,acc,append,decision_regret,5,0.0007758005118792489,0.00031363650011218756,0.0003863693611673149,0.001165231662591183
P1,datum_transformer,target_real_anchor,acc,replace,prevalence_absolute_error,5,0.011343281310178204,0.0032323467003420483,0.007329792782650752,0.015356769837705658
P1,datum_transformer,target_real_anchor,acc,replace,prevalence_error,5,-0.0012281535053769905,0.007986716322511802,-0.01114497162690626,0.008688664616152277
P1,datum_transformer,target_real_anchor,acc,replace,decision_regret,5,0.005780947109697776,0.0014173608742910943,0.004021061139627913,0.007540833079767639
P1,datum_transformer,target_real_anchor,cc,append,prevalence_absolute_error,5,0.07112591583344652,0.011736828188186188,0.05655271881907262,0.08569911284782042
P1,datum_transformer,target_real_anchor,cc,append,prevalence_error,5,-0.03405650708045495,0.016150221819318827,-0.05410965607650803,-0.014003358084401864
P1,datum_transformer,target_real_anchor,cc,append,decision_regret,5,0.0007979966808401776,0.00038435448550541734,0.00032075755363997037,0.0012752358080403848
P1,datum_transformer,target_real_anchor,cc,replace,prevalence_absolute_error,5,0.0984948571428571,0.016379354495018095,0.07815720235257614,0.11883251193313807
P1,datum_transformer,target_real_anchor,cc,replace,prevalence_error,5,-0.06682971428571428,0.01864767949124403,-0.08998386656003468,-0.04367556201139389
P1,datum_transformer,target_real_anchor,cc,replace,decision_regret,5,0.005782757475992105,0.0014272941154059645,0.00401053775804443,0.007554977193939779
P1,datum_transformer,target_real_anchor,dys,append,prevalence_absolute_error,5,0.006968299403076278,0.0008431764455377089,0.005921357566518688,0.008015241239633868
P1,datum_transformer,target_real_anchor,dys,append,prevalence_error,5,0.0009632696893658279,0.003826909750395321,-0.0037884663720749953,0.005715005750806651
P1,datum_transformer,target_real_anchor,dys,append,decision_regret,5,0.0007787925672810583,0.0003094316274451443,0.00039458245557682294,0.0011630026789852938
P1,datum_transformer,target_real_anchor,dys,replace,prevalence_absolute_error,5,0.009285224541877152,0.0009733392280385594,0.008076664264382229,0.010493784819372076
P1,datum_transformer,target_real_anchor,dys,replace,prevalence_error,5,-0.00048524708970375024,0.004602971440962523,-0.006200591012707018,0.005230096833299518
P1,datum_transformer,target_real_anchor,dys,replace,decision_regret,5,0.005782515334607556,0.00146235322921674,0.003966763977232113,0.007598266691983
P1,datum_transformer,target_real_anchor,emq,append,prevalence_absolute_error,5,0.009200958653320112,0.003388477221359821,0.004993608478824095,0.013408308827816129
P1,datum_transformer,target_real_anchor,emq,append,prevalence_error,5,-0.004015915666433164,0.007566690622099189,-0.01341120299743977,0.005379371664573442
P1,datum_transformer,target_real_anchor,emq,append,decision_regret,5,0.000764722126479118,0.0003110948306516889,0.00037844687523161906,0.0011509973777266169
P1,datum_transformer,target_real_anchor,emq,replace,prevalence_absolute_error,5,0.010484560019650462,0.0030534321476989733,0.006693223250894649,0.014275896788406276
P1,datum_transformer,target_real_anchor,emq,replace,prevalence_error,5,-0.0046281398882947996,0.007402406824834724,-0.013819441942749915,0.004563162166160315
P1,datum_transformer,target_real_anchor,emq,replace,decision_regret,5,0.005762549666957157,0.0014535633279370089,0.003957712413548521,0.007567386920365792
P1,datum_transformer,target_real_anchor,hdy,append,prevalence_absolute_error,5,0.0066336588831818685,0.0010322401904265654,0.005351963401230205,0.007915354365133532
P1,datum_transformer,target_real_anchor,hdy,append,prevalence_error,5,0.0004481141533386218,0.00422739733527632,-0.004800892923976512,0.005697121230653755
P1,datum_transformer,target_real_anchor,hdy,append,decision_regret,5,0.0007750962716360203,0.0003116716729743615,0.00038810477604381857,0.001162087767228222
P1,datum_transformer,target_real_anchor,hdy,replace,prevalence_absolute_error,5,0.008319962331198914,0.0008919206420250278,0.00721249658074165,0.009427428081656178
P1,datum_transformer,target_real_anchor,hdy,replace,prevalence_error,5,-0.0006736216589247966,0.004083803631944177,-0.005744333604443657,0.004397090286594064
P1,datum_transformer,target_real_anchor,hdy,replace,decision_regret,5,0.005782515334607556,0.00146235322921674,0.003966763977232113,0.007598266691983
P1,datum_transformer,target_real_anchor,kdey,append,prevalence_absolute_error,5,0.0363572982334439,0.05028793821628344,-0.02608342419361047,0.09879802066049827
P1,datum_transformer,target_real_anchor,kdey,append,prevalence_error,5,-0.03538222139390107,0.05092254069699318,-0.09861090687442352,0.027846464086621378
P1,datum_transformer,target_real_anchor,kdey,append,decision_regret,5,0.0006679832565268315,0.00019044920463862793,0.00043150933564050584,0.0009044571774131571
P1,datum_transformer,target_real_anchor,kdey,replace,prevalence_absolute_error,5,0.0448855042218989,0.06191842839252596,-0.03199637913845834,0.12176738758225614
P1,datum_transformer,target_real_anchor,kdey,replace,prevalence_error,5,-0.0436383562409063,0.06276219576197109,-0.12156791516676266,0.03429120268495006
P1,datum_transformer,target_real_anchor,kdey,replace,decision_regret,5,0.0056968187947310555,0.0014944893273007897,0.0038411652013219033,0.007552472388140208
P1,datum_transformer,target_real_anchor,median_sweep,append,prevalence_absolute_error,5,0.008531859004187695,0.0026498846499001623,0.005241592635013878,0.011822125373361511
P1,datum_transformer,target_real_anchor,median_sweep,append,prevalence_error,5,-0.0009199897857515502,0.007516445994749345,-0.01025289017187469,0.00841291060037159
P1,datum_transformer,target_real_anchor,median_sweep,append,decision_regret,5,0.0007816138559619248,0.00031738705509490875,0.0003875257761546621,0.0011757019357691875
P1,datum_transformer,target_real_anchor,median_sweep,replace,prevalence_absolute_error,5,0.009883714664026462,0.0024540477360341885,0.0068366119403193565,0.012930817387733568
P1,datum_transformer,target_real_anchor,median_sweep,replace,prevalence_error,5,-0.0018148899361059051,0.007191047585008779,-0.010743754831781428,0.0071139749595696185
P1,datum_transformer,target_real_anchor,median_sweep,replace,decision_regret,5,0.005764867076138425,0.001440767373215658,0.003975918099029936,0.007553816053246914
P1,datum_transformer,target_real_anchor,pacc,append,prevalence_absolute_error,5,0.008736495880187736,0.0023829079170357864,0.0057777249085696775,0.011695266851805794
P1,datum_transformer,target_real_anchor,pacc,append,prevalence_error,5,-0.0004971540397531967,0.007597324651856103,-0.009930478542628865,0.008936170463122471
P1,datum_transformer,target_real_anchor,pacc,append,decision_regret,5,0.0007816138559619248,0.00031738705509490875,0.0003875257761546621,0.0011757019357691875
P1,datum_transformer,target_real_anchor,pacc,replace,prevalence_absolute_error,5,0.010036683417496983,0.002169261314371538,0.007343189740745666,0.012730177094248299
P1,datum_transformer,target_real_anchor,pacc,replace,prevalence_error,5,-0.001365849626628087,0.007353017915575235,-0.010495827250545141,0.0077641279972889676
P1,datum_transformer,target_real_anchor,pacc,replace,decision_regret,5,0.005764867076138425,0.001440767373215658,0.003975918099029936,0.007553816053246914
P1,datum_transformer,target_real_anchor,pcc,append,prevalence_absolute_error,5,0.14158548032770052,0.02494949034511487,0.11060659639263898,0.17256436426276206
P1,datum_transformer,target_real_anchor,pcc,append,prevalence_error,5,0.1022427784927675,0.020556313774492813,0.07671874374319965,0.12776681324233535
P1,datum_transformer,target_real_anchor,pcc,append,decision_regret,5,0.0010927094997347643,0.0006356650791306589,0.0003034270560628783,0.0018819919434066503
P1,datum_transformer,target_real_anchor,pcc,replace,prevalence_absolute_error,5,0.15441499153918808,0.02659850824982993,0.12138858143944845,0.18744140163892772
P1,datum_transformer,target_real_anchor,pcc,replace,prevalence_error,5,0.05484450966663233,0.0130358976572123,0.03865830486140302,0.07103071447186164
P1,datum_transformer,target_real_anchor,pcc,replace,decision_regret,5,0.005995330829147551,0.0013452703711954533,0.004324957041383943,0.007665704616911159
P1,flat_transformer,oracle_target,acc,append,prevalence_absolute_error,5,0.009142853521661776,0.001262392872485205,0.0075753857403078615,0.010710321303015689
P1,flat_transformer,oracle_target,acc,append,prevalence_error,5,-0.0011655205951407936,0.005329174119589045,-0.007782564239593752,0.0054515230493121635
P1,flat_transformer,oracle_target,acc,append,decision_regret,5,0.0007023579534968195,0.00042929946106778265,0.00016931226824067535,0.0012354036387529637
P1,flat_transformer,oracle_target,acc,replace,prevalence_absolute_error,5,0.010765528362171827,0.002160887549031681,0.008082432088372418,0.013448624635971237
P1,flat_transformer,oracle_target,acc,replace,prevalence_error,5,-0.0020040715068411893,0.006446953761164201,-0.010009021890163127,0.006000878876480748
P1,flat_transformer,oracle_target,acc,replace,decision_regret,5,0.0035161413500779193,0.0008632099969183377,0.0024443245740148373,0.004587958126141002
P1,flat_transformer,oracle_target,cc,append,prevalence_absolute_error,5,0.07606328585130419,0.0024734486759406763,0.07299209367898388,0.0791344780236245
P1,flat_transformer,oracle_target,cc,append,prevalence_error,5,-0.0461200465262321,0.006705742671195213,-0.05444632578227393,-0.037793767270190265
P1,flat_transformer,oracle_target,cc,append,decision_regret,5,0.0007833367650872447,0.00038759804863698546,0.00030207022232066826,0.001264603307853821
P1,flat_transformer,oracle_target,cc,replace,prevalence_absolute_error,5,0.10673457142857139,0.004041098986712424,0.10171688430359285,0.11175225855354992
P1,flat_transformer,oracle_target,cc,replace,prevalence_error,5,-0.080974,0.007773966195460542,-0.09062665394815644,-0.07132134605184356
P1,flat_transformer,oracle_target,cc,replace,decision_regret,5,0.0035428458612435263,0.000871534956517627,0.0024606922825595057,0.004624999439927547
P1,flat_transformer,oracle_target,dys,append,prevalence_absolute_error,5,0.009182642272939504,0.0011145919750533684,0.007798693544828908,0.0105665910010501
P1,flat_transformer,oracle_target,dys,append,prevalence_error,5,0.0031401924605817546,0.006069272923903355,-0.0043958052243019356,0.010676190145465446
P1,flat_transformer,oracle_target,dys,append,decision_regret,5,0.0007353048180466263,0.00044527865714263904,0.0001824183403040941,0.0012881912957891585
P1,flat_transformer,oracle_target,dys,replace,prevalence_absolute_error,5,0.010971648607018696,0.0012021630119705457,0.00947896607508267,0.012464331138954723
P1,flat_transformer,oracle_target,dys,replace,prevalence_error,5,0.0019182525490667294,0.006832927323588673,-0.006565947310976127,0.010402452409109586
P1,flat_transformer,oracle_target,dys,replace,decision_regret,5,0.0035280822340801113,0.000859381334448354,0.002461019370367282,0.0045951450977929405
P1,flat_transformer,oracle_target,emq,append,prevalence_absolute_error,5,0.010475670749830197,0.003151820111655991,0.006562169188372385,0.01438917231128801
P1,flat_transformer,oracle_target,emq,append,prevalence_error,5,-0.005336835328190002,0.007956336181221012,-0.01521593152201815,0.0045422608656381465
P1,flat_transformer,oracle_target,emq,append,decision_regret,5,0.0007072853127176296,0.00046177731555474045,0.00013391304480612923,0.00128065758062913
P1,flat_transformer,oracle_target,emq,replace,prevalence_absolute_error,5,0.011139664158488213,0.0027885843390257604,0.007677179378765086,0.014602148938211339
P1,flat_transformer,oracle_target,emq,replace,prevalence_error,5,-0.004973225168570305,0.0077198955269211274,-0.014558741514242546,0.0046122911771019365
P1,flat_transformer,oracle_target,emq,replace,decision_regret,5,0.003487835289612706,0.0008802146239135519,0.0023949044804067827,0.0045807660988186295
P1,flat_transformer,oracle_target,hdy,append,prevalence_absolute_error,5,0.007747552204223111,0.0010849954864578962,0.006400352370474762,0.00909475203797146
P1,flat_transformer,oracle_target,hdy,append,prevalence_error,5,0.001066620404288583,0.005518860767884295,-0.005785950322292526,0.007919191130869693
P1,flat_transformer,oracle_target,hdy,append,decision_regret,5,0.0007353048180466263,0.00044527865714263904,0.0001824183403040941,0.0012881912957891585
P1,flat_transformer,oracle_target,hdy,replace,prevalence_absolute_error,5,0.009184070027162695,0.0013351245816111607,0.007526293901059253,0.010841846153266136
P1,flat_transformer,oracle_target,hdy,replace,prevalence_error,5,0.000624281663649745,0.005487144699538015,-0.006188908362701219,0.0074374716900007095
P1,flat_transformer,oracle_target,hdy,replace,decision_regret,5,0.0035185855688093745,0.0008662901058787696,0.0024429443323395793,0.00459422680527917
P1,flat_transformer,oracle_target,kdey,append,prevalence_absolute_error,5,0.011566763094544023,0.0023242239040858993,0.008680857949075964,0.014452668240012082
P1,flat_transformer,oracle_target,kdey,append,prevalence_error,5,-0.009945112143405389,0.0033142262417945926,-0.014060267549743898,-0.0058299567370668805
P1,flat_transformer,oracle_target,kdey,append,decision_regret,5,0.0006656609345287148,0.00038482419731005076,0.00018783858309116299,0.0011434832859662666
P1,flat_transformer,oracle_target,kdey,replace,prevalence_absolute_error,5,0.012939332933827125,0.003076692178727766,0.009119115021945757,0.016759550845708494
P1,flat_transformer,oracle_target,kdey,replace,prevalence_error,5,-0.010451658587751728,0.004696259825674263,-0.016282835339502144,-0.004620481836001311
P1,flat_transformer,oracle_target,kdey,replace,decision_regret,5,0.003535649071575191,0.0008681428045219524,0.002457707405900635,0.004613590737249747
P1,flat_transformer,oracle_target,median_sweep,append,prevalence_absolute_error,5,0.0091509968869992,0.0013028986222047493,0.007533234574498275,0.010768759199500124
P1,flat_transformer,oracle_target,median_sweep,append,prevalence_error,5,-0.0019067895162347328,0.006300316074216707,-0.009729665162894093,0.005916086130424627
P1,flat_transformer,oracle_target,median_sweep,append,decision_regret,5,0.0007032148161561301,0.0004473919178781372,0.00014770437863951213,0.001258725253672748
P1,flat_transformer,oracle_target,median_sweep,replace,prevalence_absolute_error,5,0.01021373288569454,0.0009542044233395384,0.009028931606307052,0.011398534165082028
P1,flat_transformer,oracle_target,median_sweep,replace,prevalence_error,5,-0.002059731613044099,0.006143353305406637,-0.009687712240613615,0.005568249014525416
P1,flat_transformer,oracle_target,median_sweep,replace,decision_regret,5,0.003491067980789545,0.0008780397754605894,0.0024008376026092145,0.004581298358969876
P1,flat_transformer,oracle_target,pacc,append,prevalence_absolute_error,5,0.009219058371254219,0.0013018470238631914,0.007602601790554577,0.01083551495195386
P1,flat_transformer,oracle_target,pacc,append,prevalence_error,5,-0.0017180402055017197,0.006388794665391905,-0.009650776533435112,0.006214696122431672
P1,flat_transformer,oracle_target,pacc,append,decision_regret,5,0.0007167471413422275,0.0004497771815526131,0.0001582750077947897,0.0012752192748896655
P1,flat_transformer,oracle_target,pacc,replace,prevalence_absolute_error,5,0.010246355132447307,0.0008994749379263899,0.009129509484737543,0.011363200780157071
P1,flat_transformer,oracle_target,pacc,replace,prevalence_error,5,-0.0019646709690080205,0.006241577354873854,-0.009714612862558765,0.005785270924542723
P1,flat_transformer,oracle_target,pacc,replace,decision_regret,5,0.0035040459469297897,0.0008877682616012497,0.0024017360577515768,0.004606355836108003
P1,flat_transformer,oracle_target,pcc,append,prevalence_absolute_error,5,0.14947574667011765,0.004455186165528741,0.14394390240308513,0.15500759093715016
P1,flat_transformer,oracle_target,pcc,append,prevalence_error,5,0.10814758826241175,0.0039650861688434675,0.10322428351678312,0.11307089300804038
P1,flat_transformer,oracle_target,pcc,append,decision_regret,5,0.0007902687787612044,0.000329846709416932,0.0003807099947522214,0.0011998275627701873
P1,flat_transformer,oracle_target,pcc,replace,prevalence_absolute_error,5,0.16298980713300004,0.0048566367520756935,0.1569594961255944,0.16902011814040568
P1,flat_transformer,oracle_target,pcc,replace,prevalence_error,5,0.058270825613276137,0.0035263433308096357,0.05389229205410387,0.0626493591724484
P1,flat_transformer,oracle_target,pcc,replace,decision_regret,5,0.0035719784863117118,0.0008953383652177284,0.002460269072010245,0.004683687900613178
P1,flat_transformer,source_only,acc,append,prevalence_absolute_error,5,0.009142853521661776,0.001262392872485205,0.0075753857403078615,0.010710321303015689
P1,flat_transformer,source_only,acc,append,prevalence_error,5,-0.0011655205951407936,0.005329174119589045,-0.007782564239593752,0.0054515230493121635
P1,flat_transformer,source_only,acc,append,decision_regret,5,0.0007023579534968195,0.00042929946106778265,0.00016931226824067535,0.0012354036387529637
P1,flat_transformer,source_only,acc,replace,prevalence_absolute_error,5,0.010765528362171827,0.002160887549031681,0.008082432088372418,0.013448624635971237
P1,flat_transformer,source_only,acc,replace,prevalence_error,5,-0.0020040715068411893,0.006446953761164201,-0.010009021890163127,0.006000878876480748
P1,flat_transformer,source_only,acc,replace,decision_regret,5,0.0035161413500779193,0.0008632099969183377,0.0024443245740148373,0.004587958126141002
P1,flat_transformer,source_only,cc,append,prevalence_absolute_error,5,0.07606328585130419,0.0024734486759406763,0.07299209367898388,0.0791344780236245
P1,flat_transformer,source_only,cc,append,prevalence_error,5,-0.0461200465262321,0.006705742671195213,-0.05444632578227393,-0.037793767270190265
P1,flat_transformer,source_only,cc,append,decision_regret,5,0.0007833367650872447,0.00038759804863698546,0.00030207022232066826,0.001264603307853821
P1,flat_transformer,source_only,cc,replace,prevalence_absolute_error,5,0.10673457142857139,0.004041098986712424,0.10171688430359285,0.11175225855354992
P1,flat_transformer,source_only,cc,replace,prevalence_error,5,-0.080974,0.007773966195460542,-0.09062665394815644,-0.07132134605184356
P1,flat_transformer,source_only,cc,replace,decision_regret,5,0.0035428458612435263,0.000871534956517627,0.0024606922825595057,0.004624999439927547
P1,flat_transformer,source_only,dys,append,prevalence_absolute_error,5,0.009182642272939504,0.0011145919750533684,0.007798693544828908,0.0105665910010501
P1,flat_transformer,source_only,dys,append,prevalence_error,5,0.0031401924605817546,0.006069272923903355,-0.0043958052243019356,0.010676190145465446
P1,flat_transformer,source_only,dys,append,decision_regret,5,0.0007353048180466263,0.00044527865714263904,0.0001824183403040941,0.0012881912957891585
P1,flat_transformer,source_only,dys,replace,prevalence_absolute_error,5,0.010971648607018696,0.0012021630119705457,0.00947896607508267,0.012464331138954723
P1,flat_transformer,source_only,dys,replace,prevalence_error,5,0.0019182525490667294,0.006832927323588673,-0.006565947310976127,0.010402452409109586
P1,flat_transformer,source_only,dys,replace,decision_regret,5,0.0035280822340801113,0.000859381334448354,0.002461019370367282,0.0045951450977929405
P1,flat_transformer,source_only,emq,append,prevalence_absolute_error,5,0.010475670749830197,0.003151820111655991,0.006562169188372385,0.01438917231128801
P1,flat_transformer,source_only,emq,append,prevalence_error,5,-0.005336835328190002,0.007956336181221012,-0.01521593152201815,0.0045422608656381465
P1,flat_transformer,source_only,emq,append,decision_regret,5,0.0007072853127176296,0.00046177731555474045,0.00013391304480612923,0.00128065758062913
P1,flat_transformer,source_only,emq,replace,prevalence_absolute_error,5,0.011139664158488213,0.0027885843390257604,0.007677179378765086,0.014602148938211339
P1,flat_transformer,source_only,emq,replace,prevalence_error,5,-0.004973225168570305,0.0077198955269211274,-0.014558741514242546,0.0046122911771019365
P1,flat_transformer,source_only,emq,replace,decision_regret,5,0.003487835289612706,0.0008802146239135519,0.0023949044804067827,0.0045807660988186295
P1,flat_transformer,source_only,hdy,append,prevalence_absolute_error,5,0.007747552204223111,0.0010849954864578962,0.006400352370474762,0.00909475203797146
P1,flat_transformer,source_only,hdy,append,prevalence_error,5,0.001066620404288583,0.005518860767884295,-0.005785950322292526,0.007919191130869693
P1,flat_transformer,source_only,hdy,append,decision_regret,5,0.0007353048180466263,0.00044527865714263904,0.0001824183403040941,0.0012881912957891585
P1,flat_transformer,source_only,hdy,replace,prevalence_absolute_error,5,0.009184070027162695,0.0013351245816111607,0.007526293901059253,0.010841846153266136
P1,flat_transformer,source_only,hdy,replace,prevalence_error,5,0.000624281663649745,0.005487144699538015,-0.006188908362701219,0.0074374716900007095
P1,flat_transformer,source_only,hdy,replace,decision_regret,5,0.0035185855688093745,0.0008662901058787696,0.0024429443323395793,0.00459422680527917
P1,flat_transformer,source_only,kdey,append,prevalence_absolute_error,5,0.011566763094544023,0.0023242239040858993,0.008680857949075964,0.014452668240012082
P1,flat_transformer,source_only,kdey,append,prevalence_error,5,-0.009945112143405389,0.0033142262417945926,-0.014060267549743898,-0.0058299567370668805
P1,flat_transformer,source_only,kdey,append,decision_regret,5,0.0006656609345287148,0.00038482419731005076,0.00018783858309116299,0.0011434832859662666
P1,flat_transformer,source_only,kdey,replace,prevalence_absolute_error,5,0.012939332933827125,0.003076692178727766,0.009119115021945757,0.016759550845708494
P1,flat_transformer,source_only,kdey,replace,prevalence_error,5,-0.010451658587751728,0.004696259825674263,-0.016282835339502144,-0.004620481836001311
P1,flat_transformer,source_only,kdey,replace,decision_regret,5,0.003535649071575191,0.0008681428045219524,0.002457707405900635,0.004613590737249747
P1,flat_transformer,source_only,median_sweep,append,prevalence_absolute_error,5,0.0091509968869992,0.0013028986222047493,0.007533234574498275,0.010768759199500124
P1,flat_transformer,source_only,median_sweep,append,prevalence_error,5,-0.0019067895162347328,0.006300316074216707,-0.009729665162894093,0.005916086130424627
P1,flat_transformer,source_only,median_sweep,append,decision_regret,5,0.0007032148161561301,0.0004473919178781372,0.00014770437863951213,0.001258725253672748
P1,flat_transformer,source_only,median_sweep,replace,prevalence_absolute_error,5,0.01021373288569454,0.0009542044233395384,0.009028931606307052,0.011398534165082028
P1,flat_transformer,source_only,median_sweep,replace,prevalence_error,5,-0.002059731613044099,0.006143353305406637,-0.009687712240613615,0.005568249014525416
P1,flat_transformer,source_only,median_sweep,replace,decision_regret,5,0.003491067980789545,0.0008780397754605894,0.0024008376026092145,0.004581298358969876
P1,flat_transformer,source_only,pacc,append,prevalence_absolute_error,5,0.009219058371254219,0.0013018470238631914,0.007602601790554577,0.01083551495195386
P1,flat_transformer,source_only,pacc,append,prevalence_error,5,-0.0017180402055017197,0.006388794665391905,-0.009650776533435112,0.006214696122431672
P1,flat_transformer,source_only,pacc,append,decision_regret,5,0.0007167471413422275,0.0004497771815526131,0.0001582750077947897,0.0012752192748896655
P1,flat_transformer,source_only,pacc,replace,prevalence_absolute_error,5,0.010246355132447307,0.0008994749379263899,0.009129509484737543,0.011363200780157071
P1,flat_transformer,source_only,pacc,replace,prevalence_error,5,-0.0019646709690080205,0.006241577354873854,-0.009714612862558765,0.005785270924542723
P1,flat_transformer,source_only,pacc,replace,decision_regret,5,0.0035040459469297897,0.0008877682616012497,0.0024017360577515768,0.004606355836108003
P1,flat_transformer,source_only,pcc,append,prevalence_absolute_error,5,0.14947574667011765,0.004455186165528741,0.14394390240308513,0.15500759093715016
P1,flat_transformer,source_only,pcc,append,prevalence_error,5,0.10814758826241175,0.0039650861688434675,0.10322428351678312,0.11307089300804038
P1,flat_transformer,source_only,pcc,append,decision_regret,5,0.0007902687787612044,0.000329846709416932,0.0003807099947522214,0.0011998275627701873
P1,flat_transformer,source_only,pcc,replace,prevalence_absolute_error,5,0.16298980713300004,0.0048566367520756935,0.1569594961255944,0.16902011814040568
P1,flat_transformer,source_only,pcc,replace,prevalence_error,5,0.058270825613276137,0.0035263433308096357,0.05389229205410387,0.0626493591724484
P1,flat_transformer,source_only,pcc,replace,decision_regret,5,0.0035719784863117118,0.0008953383652177284,0.002460269072010245,0.004683687900613178
P1,flat_transformer,target_real_anchor,acc,append,prevalence_absolute_error,5,0.009172605088132264,0.0010936819624353092,0.007814619569891499,0.01053059060637303
P1,flat_transformer,target_real_anchor,acc,append,prevalence_error,5,0.00014098993508220842,0.005635145222378186,-0.006855967012194729,0.007137946882359145
P1,flat_transformer,target_real_anchor,acc,append,decision_regret,5,0.0007533855850578744,0.00044836353096507574,0.00019666873055102126,0.0013101024395647276
P1,flat_transformer,target_real_anchor,acc,replace,prevalence_absolute_error,5,0.010834648906278915,0.001302888199843178,0.009216899534849131,0.0124523982777087
P1,flat_transformer,target_real_anchor,acc,replace,prevalence_error,5,-0.0008578159255335496,0.0061756885096538455,-0.00852594601209139,0.00681031416102429
P1,flat_transformer,target_real_anchor,acc,replace,decision_regret,5,0.0034475812467258324,0.0010330170344629926,0.0021649211855019174,0.004730241307949747
P1,flat_transformer,target_real_anchor,cc,append,prevalence_absolute_error,5,0.0762967539937821,0.0024596384694177036,0.07324270945770912,0.07935079852985506
P1,flat_transformer,target_real_anchor,cc,append,prevalence_error,5,-0.0453448545987144,0.009583646960438008,-0.05724452400098521,-0.03344518519644359
P1,flat_transformer,target_real_anchor,cc,append,decision_regret,5,0.0008213292204222262,0.0003907174147380347,0.00033618947307075973,0.0013064689677736926
P1,flat_transformer,target_real_anchor,cc,replace,prevalence_absolute_error,5,0.10704428571428568,0.004245277448205816,0.10177307754446217,0.11231549388410918
P1,flat_transformer,target_real_anchor,cc,replace,prevalence_error,5,-0.08034542857142857,0.010758636654012499,-0.09370404037447129,-0.06698681676838585
P1,flat_transformer,target_real_anchor,cc,replace,decision_regret,5,0.0034742753005934865,0.0010161689332563938,0.0022125349200758987,0.004736015681111074
P1,flat_transformer,target_real_anchor,dys,append,prevalence_absolute_error,5,0.009182642272939504,0.0011145919750533684,0.007798693544828908,0.0105665910010501
P1,flat_transformer,target_real_anchor,dys,append,prevalence_error,5,0.0031401924605817546,0.006069272923903355,-0.0043958052243019356,0.010676190145465446
P1,flat_transformer,target_real_anchor,dys,append,decision_regret,5,0.0007833123813381344,0.00043188198385560566,0.0002470600705118096,0.0013195646921644593
P1,flat_transformer,target_real_anchor,dys,replace,prevalence_absolute_error,5,0.010971648607018696,0.0012021630119705457,0.00947896607508267,0.012464331138954723
P1,flat_transformer,target_real_anchor,dys,replace,prevalence_error,5,0.0019182525490667294,0.006832927323588673,-0.006565947310976127,0.010402452409109586
P1,flat_transformer,target_real_anchor,dys,replace,decision_regret,5,0.0034657934696311135,0.0009937087904569309,0.0022319410398221346,0.004699645899440092
P1,flat_transformer,target_real_anchor,emq,append,prevalence_absolute_error,5,0.010475670749830197,0.003151820111655991,0.006562169188372385,0.01438917231128801
P1,flat_transformer,target_real_anchor,emq,append,prevalence_error,5,-0.005336835328190002,0.007956336181221012,-0.01521593152201815,0.0045422608656381465
P1,flat_transformer,target_real_anchor,emq,append,decision_regret,5,0.0007449200138297117,0.00045430806531242485,0.00018082204503766953,0.001309017982621754
P1,flat_transformer,target_real_anchor,emq,replace,prevalence_absolute_error,5,0.011139664158488213,0.0027885843390257604,0.007677179378765086,0.014602148938211339
P1,flat_transformer,target_real_anchor,emq,replace,prevalence_error,5,-0.004973225168570305,0.0077198955269211274,-0.014558741514242546,0.0046122911771019365
P1,flat_transformer,target_real_anchor,emq,replace,decision_regret,5,0.0034138439495124467,0.001023323744028872,0.0021432196980447123,0.004684468200980181
P1,flat_transformer,target_real_anchor,hdy,append,prevalence_absolute_error,5,0.007747552204223111,0.0010849954864578962,0.006400352370474762,0.00909475203797146
P1,flat_transformer,target_real_anchor,hdy,append,prevalence_error,5,0.001066620404288583,0.005518860767884295,-0.005785950322292526,0.007919191130869693
P1,flat_transformer,target_real_anchor,hdy,append,decision_regret,5,0.0007833123813381344,0.00043188198385560566,0.0002470600705118096,0.0013195646921644593
P1,flat_transformer,target_real_anchor,hdy,replace,prevalence_absolute_error,5,0.009184070027162695,0.0013351245816111607,0.007526293901059253,0.010841846153266136
P1,flat_transformer,target_real_anchor,hdy,replace,prevalence_error,5,0.000624281663649745,0.005487144699538015,-0.006188908362701219,0.0074374716900007095
P1,flat_transformer,target_real_anchor,hdy,replace,decision_regret,5,0.0034562719127044367,0.0010037493030461177,0.0022099525398899525,0.004702591285518921
P1,flat_transformer,target_real_anchor,kdey,append,prevalence_absolute_error,5,0.011566763094544023,0.0023242239040858993,0.008680857949075964,0.014452668240012082
P1,flat_transformer,target_real_anchor,kdey,append,prevalence_error,5,-0.009945112143405389,0.0033142262417945926,-0.014060267549743898,-0.0058299567370668805
P1,flat_transformer,target_real_anchor,kdey,append,decision_regret,5,0.0007027763116511858,0.00037186766212955627,0.00024104162348871449,0.001164510999813657
P1,flat_transformer,target_real_anchor,kdey,replace,prevalence_absolute_error,5,0.012939332933827125,0.003076692178727766,0.009119115021945757,0.016759550845708494
P1,flat_transformer,target_real_anchor,kdey,replace,prevalence_error,5,-0.010451658587751728,0.004696259825674263,-0.016282835339502144,-0.004620481836001311
P1,flat_transformer,target_real_anchor,kdey,replace,decision_regret,5,0.0034642844862330336,0.0010084389036373986,0.002212142205198401,0.004716426767267666
P1,flat_transformer,target_real_anchor,median_sweep,append,prevalence_absolute_error,5,0.0091509968869992,0.0013028986222047493,0.007533234574498275,0.010768759199500124
